Species	C1	C2	C3	Y1	Y2	Y3
Caloramator_sp._E03	0	5	0	0	0	2
Caloranaerobacter_azorensis	0	5	0	0	2	0
Candidatus_Erwinia_haradaeae	0	5	1	0	1	0
Capillimicrobium_parvum	1	1	3	0	0	2
Caulobacter_segnis	0	2	1	2	0	2
Cellulomonas_iranensis	3	0	2	2	0	0
Cellulomonas_sp.	1	5	1	0	0	0
Chromobacterium_violaceum	6	1	0	0	0	0
Chryseobacterium_fluminis	4	2	1	0	0	0
Citricoccus_sp._I39-566	4	0	0	3	0	0
Citrobacter_amalonaticus	3	3	1	0	0	0
Citrobacter_sp._MGH105	0	0	7	0	0	0
Citrobacter_tructae	3	1	3	0	0	0
Clostridium_fermenticellae	0	4	0	0	3	0
Clostridium_intestinale	0	1	0	1	2	3
Cohnella_herbarum	1	0	2	4	0	0
Colletotrichum_higginsianum	3	0	1	0	3	0
Collimonas_pratensis	6	0	1	0	0	0
Corynebacterium_glucuronolyticum	1	4	1	0	1	0
Corynebacterium_massiliense	4	2	0	0	1	0
Corynebacterium_suranareeae	0	0	0	1	0	6
Corynebacterium_vitaeruminis	0	0	0	6	0	1
Corynebacterium_xerosis	2	5	0	0	0	0
Crassaminicella_thermophila	0	6	0	1	0	0
Cuniculiplasma_divulgatum	0	0	0	2	0	5
Cutibacterium_acnes	0	0	3	1	3	0
Cyanobium_sp._NIES-981	0	3	1	1	2	0
Cytobacillus_kochii	0	0	0	4	1	2
Cytobacillus_praedii	0	5	0	1	1	0
Dactylosporangium_sp._McL0621	2	4	0	0	1	0
Deinococcus_radiomollis	0	4	0	3	0	0
Deinococcus_wulumuqiensis	2	1	1	0	3	0
Desemzia_incerta	0	0	3	0	0	4
Desulfofundulus_kuznetsovii	2	2	2	1	0	0
Desulforamulus_ferrireducens	1	1	1	0	4	0
Desulfosarcina_alkanivorans	2	3	0	0	0	2
Desulfosporosinus_meridiei	0	0	0	0	7	0
Diaminobutyricimonas_sp._LJ205	0	5	0	0	2	0
Dysgonomonas_capnocytophagoides	0	2	0	0	0	5
Edwardsiella_tarda	5	0	0	0	1	1
Effusibacillus_dendaii	0	0	0	1	1	5
Ensifer_adhaerens	3	0	4	0	0	0
Enterobacter_mori	2	3	2	0	0	0
Enterobacter_sp._ECC-175	1	1	4	0	0	1
Enterobacter_sp._N18-03635	0	5	2	0	0	0
Erwinia_sorbitola	1	0	6	0	0	0
Escherichia_sp._HH091_1A	0	0	7	0	0	0
Facklamia_hominis	0	0	0	0	6	1
Faucicola_osloensis	0	0	4	0	0	3
Ferrovibrio_sp.	2	1	1	3	0	0
Franconibacter_helveticus	2	1	4	0	0	0
Frigoribacterium_sp._2-23	0	0	6	0	1	0
Fructilactobacillus_sanfranciscensis	0	1	0	0	1	5
Fusarium_pseudograminearum	0	0	7	0	0	0
Fusobacterium_hominis	0	0	0	6	1	0
Fusobacterium_polymorphum	0	1	0	0	5	1
Geobacter_metallireducens	4	0	2	1	0	0
Geodermatophilus_obscurus	1	4	2	0	0	0
Geomonas_nitrogeniifigens	1	0	2	0	4	0
Gimesia_maris	0	1	0	0	4	2
Globicatella_sanguinis	2	3	0	0	0	2
Gloeobacter_morelensis	2	2	0	0	3	0
Gordonia_zhaorongruii	2	2	1	0	0	2
Guyparkeria_halophila	2	2	3	0	0	0
Halobacillus_andaensis	0	0	0	0	0	7
Halomicrococcus_gelatinilyticus	3	1	3	0	0	0
Haloprofundus_salilacus	0	5	0	0	0	2
Haploplasma_axanthum	0	7	0	0	0	0
Horticoccus_luteus	0	0	7	0	0	0
Hydrogenophaga_sp._BPS33	0	0	0	5	2	0
Hydrogenophaga_sp._SL48	6	1	0	0	0	0
Hymenobacter_sp._5317J-9	6	0	1	0	0	0
Hymenobacter_sp._DG01	4	1	2	0	0	0
Hymenobacter_sp._NBH84	1	0	0	4	2	0
Hyphomonas_sp._FCG-A18	1	0	3	0	3	0
Janthinobacterium_agaricidamnosum	1	0	6	0	0	0
Kineococcus_radiotolerans	5	2	0	0	0	0
Kosakonia_sp._CCTCC_M2018092	1	5	1	0	0	0
Lactobacillus_amylovorus	0	0	0	5	2	0
Lactobacillus_johnsonii	0	0	2	0	3	2
Laribacter_hongkongensis	0	0	2	0	1	4
Maribacter_sp._R77961	0	6	0	0	1	0
Mariniflexile_sp._TRM1-10	7	0	0	0	0	0
Marinimicrobium_sp._C6131	7	0	0	0	0	0
Martelella_lutilitoris	0	1	5	0	1	0
Massilia_sp._PAMC28688	5	1	1	0	0	0
Massilia_sp._erpn	0	0	0	6	1	0
Melaminivora_jejuensis	0	1	6	0	0	0
Metapseudomonas_furukawaii	1	1	5	0	0	0
Metarhizium_brunneum	1	1	0	0	4	1
Methylococcus_mesophilus	0	7	0	0	0	0
Methylomagnum_ishizawai	1	5	1	0	0	0
Methyloversatilis_sp._RAC08	3	3	1	0	0	0
Microbacterium_invictum	6	1	0	0	0	0
Microbacterium_terrisoli	2	0	2	0	3	0
Microlunatus_soli	3	2	1	0	1	0
Mucilaginibacter_mali	3	1	3	0	0	0
Mycolicibacterium_baixiangningiae	0	0	0	7	0	0
Mycoplasma_putrefaciens	0	0	0	4	2	1
Natranaerofaba_carboxydovora	0	2	0	0	4	1
Natronobeatus_ordinarius	0	0	5	2	0	0
Neobacillus_mesonae	0	0	0	1	2	4
Neobacillus_sp._114	0	0	5	0	2	0
Neobacillus_sp._SCS-31	0	0	4	0	2	1
Nissabacter_sp._SGAir0207	3	0	1	0	3	0
Nocardia_brasiliensis	2	2	0	2	1	0
Nocardia_sp._CA-128927	7	0	0	0	0	0
Nocardioides_terrisoli	0	0	7	0	0	0
Nocardiopsis_exhalans	1	0	0	3	0	3
Novacetimonas_hansenii	5	1	0	0	1	0
Novibacillus_thermophilus	3	0	1	0	3	0
Oryzobacter_telluris	2	4	1	0	0	0
Paenibacillus_hexagrammi	1	1	3	0	2	0
Paenibacillus_hunanensis	0	0	0	0	7	0
Paenibacillus_protaetiae	1	1	0	1	0	4
Paenibacillus_sp._FSL_R7-0273	1	0	4	0	0	2
Paracoccus_saliphilus	3	0	1	0	1	2
Paraconexibacter_antarcticus	6	0	0	0	0	1
Pelagerythrobacter_marensis	4	3	0	0	0	0
Pelodictyon_phaeoclathratiforme	0	0	0	0	3	4
Pengzhenrongella_phosphoraccumulans	1	1	5	0	0	0
Peribacillus_muralis	0	4	0	1	0	2
Phytobacter_diazotrophicus	0	6	1	0	0	0
Pirellulimonas_nuda	3	2	0	1	1	0
Planctellipticum_variicoloris	2	4	0	1	0	0
Planctomyces_sp._SH-PL62	2	2	2	0	0	1
Polynucleobacter_sp._JS-JIR-II-b4	2	3	0	0	2	0
Porcisia_hertigi	0	0	2	5	0	0
Prevotella_sp._oral_taxon_475	0	4	3	0	0	0
Pseudarthrobacter_sp._BIM_B-2242	0	2	0	4	0	1
Pseudodesulfovibrio_methanolicus	1	4	2	0	0	0
Pseudomonas_fluorescens	1	4	0	0	1	1
Pseudomonas_moorei	5	0	0	0	2	0
Pseudomonas_sp._CBS	0	7	0	0	0	0
Pseudonocardia_broussonetiae	4	2	1	0	0	0
Pseudoxanthomonas_suwonensis	0	0	5	0	1	1
Rathayibacter_festucae	6	1	0	0	0	0
Rhizobium_cremeum	0	4	2	0	1	0
Rhizobium_lentis	5	0	2	0	0	0
Rhizobium_tumorigenes	0	6	1	0	0	0
Rhodocaloribacter_litoris	1	3	3	0	0	0
Rhodoferax_koreensis	0	0	7	0	0	0
Rhodoferax_sp._AJA081-3	5	1	1	0	0	0
Rhodospirillum_centenum	1	5	0	0	1	0
Robiginitalea_biformata	3	3	0	0	1	0
Roseovarius_phycicola	0	2	5	0	0	0
Ruficoccus_sp._ZRK36	0	1	5	0	0	1
Runella_slithyformis	2	0	1	0	4	0
Salinarchaeum_sp._IM2453	0	0	0	0	0	7
Salinibaculum_marinum	0	0	7	0	0	0
Salinilacustrithrix_flava	2	1	4	0	0	0
Salmonella_bongori	0	3	4	0	0	0
Saxibacter_everestensis	2	2	2	0	1	0
Sediminispirochaeta_smaragdinae	3	0	1	1	0	2
Segatella_oris	1	2	3	0	1	0
Serratia_plymuthica	2	0	2	0	0	3
Sphaerochaeta_associata	2	4	1	0	0	0
Spirillospora_sp._CA-294931	5	1	1	0	0	0
Sporomusa_rhizae	0	0	0	3	2	2
Sporomusa_termitida	3	0	3	1	0	0
Sporosarcina_sp._ANT_H38	0	0	0	1	0	6
Staphylococcus_epidermidis	1	1	2	3	0	0
Stenotrophomonas_rhizophila	3	0	4	0	0	0
Streptococcus_pseudoporcinus	0	0	0	4	1	2
Streptococcus_troglodytae	0	2	0	3	2	0
Streptomyces_bacillaris	1	0	6	0	0	0
Streptomyces_bathyalis	2	3	2	0	0	0
Streptomyces_griseorubiginosus	7	0	0	0	0	0
Streptomyces_nodosus	0	0	2	4	1	0
Streptomyces_sp._CG4	1	0	6	0	0	0
Streptomyces_sp._NBC_00443	0	0	7	0	0	0
Streptomyces_sp._NBC_00576	2	2	3	0	0	0
Streptomyces_sp._NBC_01351	1	0	0	6	0	0
Streptomyces_sp._NBC_01477	0	0	0	5	0	2
Streptomyces_sp._NBC_01485	2	1	4	0	0	0
Streptomyces_sp._SAT1	1	0	1	0	1	4
Streptomyces_sp._WMMC500	0	1	2	0	0	4
Superficieibacter_sp._BNK-5	2	3	1	0	0	1
Synechococcus_sp._CB0101	0	0	2	0	5	0
Synechococcus_sp._KORDI-52	7	0	0	0	0	0
Syntrophomonas_wolfei	4	2	0	0	0	1
Teichococcus_cervicalis	0	0	7	0	0	0
Telluria_beijingensis	5	0	2	0	0	0
Telmatobacter_sp._DSM_110680	0	0	0	7	0	0
Tepidibacter_hydrothermalis	0	6	0	0	1	0
Terribacillus_saccharophilus	0	0	0	3	0	4
Thermanaerosceptrum_fracticalcis	0	1	4	0	1	1
Thermomonospora_amylolytica	2	5	0	0	0	0
Thermosipho_ferrireducens	0	7	0	0	0	0
Thermus_oshimai	5	2	0	0	0	0
Trichococcus_shcherbakoviae	0	0	0	0	3	4
Vallitalea_guaymasensis	1	2	0	0	3	1
Varibaculum_prostatecancerukia	0	0	1	1	1	4
Variovorax_sp.	4	2	1	0	0	0
Veillonella_rodentium	0	0	3	0	0	4
Vibrio_plantisponsor	0	0	5	0	1	1
Vibrio_sp._SCSIO_43137	0	0	0	0	6	1
Vogesella_sp._LIG4	0	5	2	0	0	0
Xiashengella_succiniciproducens	0	0	0	6	0	1
Yonseivirus_soft	0	7	0	0	0	0
Achromobacter_spanius	1	1	0	2	0	2
Acidimicrobium_ferrooxidans	3	0	3	0	0	0
Acidithiobacillus_sulfuriphilus	6	0	0	0	0	0
Acidovorax_sp.	5	0	1	0	0	0
Aciduricibacillus_chroicocephali	1	5	0	0	0	0
Acinetobacter_chinensis	0	5	1	0	0	0
Actinokineospora_sp._UTMC_2448	4	0	1	1	0	0
Actinomyces_gaoshouyii	0	2	0	2	2	0
Actinomyces_slackii	2	1	1	1	1	0
Actinomyces_urogenitalis	1	0	0	1	3	1
Actinoplanes_missouriensis	0	2	2	0	2	0
Advenella_alkanexedens	3	0	3	0	0	0
Aerococcus_sanguinicola	0	0	0	2	4	0
Aerophototrophica_crusticola	0	6	0	0	0	0
Afipia_sp._GAS231	0	3	3	0	0	0
Alkalibacterium_putridalgicola	1	2	0	0	0	3
Alkalihalophilus_pseudofirmus	2	1	2	0	0	1
Alloalcanivorax_venustensis	0	3	0	1	2	0
Alloalcanivorax_xenomutans	4	0	1	0	0	1
Alternaria_dauci	0	0	2	0	1	3
Amphibacillus_xylanus	0	6	0	0	0	0
Amycolatopsis_rhabdoformis	2	3	1	0	0	0
Anaeromyxobacter_paludicola	1	1	4	0	0	0
Anaeropeptidivorans_aminofermentans	0	0	5	1	0	0
Arsenicicoccus_cauae	1	4	0	0	1	0
Azoarcus_sp._CIB	0	4	1	0	1	0
Azospirillum_sp._TSH58	4	1	0	1	0	0
Bacillus_aquiflavi	0	0	0	2	3	1
Bacillus_infantis	1	0	0	5	0	0
Blastochloris_tepida	4	2	0	0	0	0
Blattabacterium_cuenoti	0	3	0	0	2	1
Bradyrhizobium_arachidis	2	4	0	0	0	0
Bradyrhizobium_sp._62B	6	0	0	0	0	0
Bradyrhizobium_sp._CB3481	0	1	0	2	0	3
Bradyrhizobium_sp._CCBAU_53351	6	0	0	0	0	0
Brevibacterium_koreense	0	1	0	1	4	0
Brevundimonas_diminuta	2	3	0	0	0	1
Buttiauxella_agrestis	0	3	1	0	0	2
Buttiauxella_selenatireducens	5	1	0	0	0	0
Caballeronia_sp._TF1N1	0	0	4	0	2	0
Caldicellulosiruptor_morganii	0	1	1	3	0	1
Caldimonas_thermodepolymerans	1	0	4	0	1	0
Candidatus_Accumulibacter_phosphatis	1	3	1	0	0	1
Candidatus_Brevifilum_fermentans	0	1	0	1	4	0
Candidatus_Kuenenia_stuttgartensis	0	0	0	2	0	4
Candidatus_Nitrotoga_arctica	3	2	1	0	0	0
Candidatus_Palauibacter_irciniicola	2	0	0	2	0	2
Carboxydichorda_subterranea	2	3	1	0	0	0
Carboxydocella_thermautotrophica	0	2	0	4	0	0
Caulobacter_mirabilis	2	2	2	0	0	0
Cellulomonas_xiejunii	5	1	0	0	0	0
Changpingibacter_yushuensis	0	1	0	0	1	4
Chitinophaga_oryzae	1	4	1	0	0	0
Citrobacter_meridianamericanus	1	0	5	0	0	0
Citrobacter_sp._BDA59-3	0	5	1	0	0	0
Clostridioides_sp._ES-S-0054-01	0	0	0	4	0	2
Clostridium_septicum	0	1	1	0	1	3
Corallococcus_interemptor	1	0	5	0	0	0
Corynebacterium_efficiens	0	0	6	0	0	0
Corynebacterium_fournieri	0	2	1	0	2	1
Corynebacterium_hesseae	2	4	0	0	0	0
Corynebacterium_stationis	0	4	0	2	0	0
Corynebacterium_ureicelerivorans	4	0	0	0	2	0
Corynebacterium_zhongnanshanii	5	1	0	0	0	0
Cronobacter_condimenti	2	2	2	0	0	0
Cupriavidus_sp._H18C2	0	0	6	0	0	0
Curtobacterium_sp._L3-7	6	0	0	0	0	0
Dactylosporangium_sp._CS-047395	0	1	5	0	0	0
Deinococcus_ficus	3	2	1	0	0	0
Deinococcus_gobiensis	3	0	2	0	0	1
Delftia_sp._PS-11	2	2	2	0	0	0
Dermatobacter_hominis	1	5	0	0	0	0
Desulfosarcina_widdelii	2	2	2	0	0	0
Desulfoscipio_sp._XC116	2	4	0	0	0	0
Desulfosediminicola_ganghwensis	1	1	4	0	0	0
Devosia_rhizoryzae	0	2	3	1	0	0
Devosia_sp._SD17-2	4	0	0	1	0	1
Diaphorobacter_sp._HDW4A	0	0	6	0	0	0
Dyella_terrae	0	1	2	0	3	0
Edwardsiella_hoshinae	5	0	1	0	0	0
Edwardsiella_ictaluri	4	0	1	0	1	0
Enterococcus_mundtii	0	0	0	0	5	1
Erwinia_tasmaniensis	1	2	0	0	1	2
Escherichia_sp._F1	2	0	3	0	0	1
Ferrimonas_balearica	1	5	0	0	0	0
Flaviflexus_equikiangi	1	3	2	0	0	0
Fulvia_fulva	0	0	0	0	4	2
Fusarium_fujikuroi	0	0	4	0	1	1
Fusobacterium_ulcerans	0	0	1	4	0	1
Geitlerinema_sp._PCC_7407	0	0	2	0	4	0
Gemmata_obscuriglobus	5	1	0	0	0	0
Geobacter_pickeringii	0	5	1	0	0	0
Geobacter_sp._FeAm09	1	1	2	0	2	0
Geotalea_uraniireducens	1	2	1	1	0	1
Gimesia_chilikensis	0	0	0	4	2	0
Glutamicibacter_protophormiae	0	2	2	0	0	2
Gordonia_sp._B7-2	6	0	0	0	0	0
Gordonia_sp._w5E2	0	0	0	3	0	3
Gottfriedia_acidiceleris	0	5	0	0	1	0
Gracilibacillus_salinarum	0	0	0	0	2	4
Hahella_sp._KA22	0	0	5	0	0	1
Halanaerobium_hydrogeniformans	0	5	0	0	0	1
Halobacillus_halophilus	1	1	1	0	3	0
Haloimpatiens_sp._FM7315	0	2	0	2	1	1
Haloimpatiens_sp._FM7330	0	0	0	4	0	2
Halopseudomonas_sp._SMJS2	2	4	0	0	0	0
Halothece_sp._PCC_7418	2	1	2	0	1	0
Halovivax_ruber	1	0	4	1	0	0
Heyndrickxia_coagulans	1	0	0	4	0	1
Hoeflea_sp.	3	0	3	0	0	0
Hydrocarboniphaga_sp.	3	1	2	0	0	0
Hymenobacter_oligotrophus	5	0	0	0	1	0
Isosphaera_pallida	3	0	3	0	0	0
Jahgtovirus_secundus	0	0	0	0	0	6
Kibdelosporangium_phytohabitans	1	3	0	0	2	0
Kineococcus_sp._NBC_00420	1	4	1	0	0	0
Klebsiella_pasteurii	2	4	0	0	0	0
Klebsiella_sp._B345	3	2	1	0	0	0
Klebsiella_sp._P1CD1	4	2	0	0	0	0
Krasilnikovia_sp._MM14-A1004	1	3	0	0	2	0
Lacinutrix_sp._WUR7	0	4	0	2	0	0
Lactococcus_taiwanensis	0	0	0	0	6	0
Larkinella_sp.	1	4	0	0	0	1
Leisingera_aquaemixtae	3	3	0	0	0	0
Lelliottia_sp._JS-SCA-14	3	1	2	0	0	0
Leptothermofonsia_sichuanensis	0	0	0	0	0	6
Leptotrichia_mesophila	0	5	0	0	0	1
Levilactobacillus_suantsaii	0	3	1	0	2	0
Levilactobacillus_zymae	2	2	0	1	1	0
Ligilactobacillus_cholophilus	0	6	0	0	0	0
Limibacterium_fermenti	2	2	1	0	0	1
Limosilactobacillus_oris	0	1	0	4	1	0
Limosilactobacillus_portuensis	0	0	0	2	4	0
Listeria_seeligeri	0	2	0	0	3	1
Loigolactobacillus_coryniformis	0	1	1	0	0	4
Luteimonas_dalianensis	3	3	0	0	0	0
Luteolibacter_ambystomatis	1	2	0	0	1	2
Lysinibacillus_pakistanensis	0	0	0	6	0	0
Lysinibacillus_sp._2017	0	0	0	0	4	2
Lysobacter_capsici	1	1	2	0	2	0
Lysobacter_sp._K5869	0	0	6	0	0	0
Magnetospirillum_sp._ME-1	0	1	0	0	5	0
Mahella_australiensis	4	1	1	0	0	0
Mangrovibacterium_marinum	1	3	0	0	2	0
Maribacter_sp._R86514	0	6	0	0	0	0
Marisediminicola_antarctica	4	0	0	2	0	0
Marnyiella_aurantia	2	3	0	0	1	0
Massilia_atriviolacea	2	0	3	0	1	0
Mesorhizobium_sp._J8	0	0	6	0	0	0
Mesorhizobium_sp._L-8-10	0	2	4	0	0	0
Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1	0	0	0	0	0	6
Mesorhizobium_sp._Pch-S	0	1	0	0	0	5
Mesoterricola_silvestris	2	3	1	0	0	0
Methanofollis_liminatans	5	1	0	0	0	0
Methylorubrum_extorquens	5	1	0	0	0	0
Methylorubrum_sp._B1-46	1	0	5	0	0	0
Micavibrio_aeruginosavorus	1	0	2	0	3	0
Microbacterium_hydrocarbonoxydans	0	0	4	0	0	2
Microbulbifer_bruguierae	1	1	0	4	0	0
Micromonospora_sp._CCTCC_AA_2012012	3	2	0	0	0	1
Microtetraspora_malaysiensis	2	2	0	2	0	0
Mucilaginibacter_sp._5C4	2	4	0	0	0	0
Mucispirillum_schaedleri	0	4	0	0	0	2
Mycetocola_spongiae	4	0	2	0	0	0
Mycobacterium_canetti	5	0	0	0	0	1
Mycobacteroides_chelonae	1	5	0	0	0	0
Mycolicibacterium_moriokaense	5	1	0	0	0	0
Mycoplasmopsis_cynos	2	3	0	0	0	1
Natroniella_sp._ANB-PHB2	0	6	0	0	0	0
Natrononativus_amylolyticus	0	0	2	4	0	0
Neisseria_elongata	2	0	3	0	1	0
Neorhizobium_sp._NCHU2750	1	3	2	0	0	0
Nitratidesulfovibrio_sp._HK-II	1	3	0	0	1	1
Nocardia_sp._CA-145437	6	0	0	0	0	0
Nocardia_sp._NBC_00565	0	0	6	0	0	0
Nocardioides_rotundus	1	1	4	0	0	0
Nocardiopsis_sp._HUAS_JQ3	4	0	2	0	0	0
Nonomuraea_fuscirosea	5	0	1	0	0	0
Nonomuraea_sp._CA-141351	4	0	2	0	0	0
Oceanispirochaeta_crateris	0	0	0	0	6	0
Oleiharenicola_sp._Vm1	0	4	1	0	1	0
Ornithinimicrobium_sp._W1665	2	3	1	0	0	0
Orrella_dioscoreae	5	1	0	0	0	0
Paenarthrobacter_sp._JL.01a	6	0	0	0	0	0
Paenibacillus_amylolyticus	0	0	2	2	1	1
Paenibacillus_aurantius	0	2	0	4	0	0
Paenibacillus_azoreducens	0	2	0	2	1	1
Paenibacillus_beijingensis	1	3	0	0	0	2
Paenibacillus_cellulosilyticus	1	1	4	0	0	0
Paenibacillus_silvae	0	0	0	0	0	6
Paenibacillus_sp._19GGS1-52	1	0	1	0	3	1
Paenibacillus_sp._FSL_H8-0332	1	0	3	0	0	2
Paenibacillus_sp._FSL_K6-2441	0	0	0	0	3	3
Paenibacillus_sp._R14(2021)	2	0	0	0	1	3
Pandoraea_apista	4	0	2	0	0	0
Pantoea_dispersa	0	1	1	1	0	3
Paraburkholderia_ginsengisoli	0	2	3	0	1	0
Paraburkholderia_terrae	1	3	2	0	0	0
Paracoccus_yeei	2	3	0	0	1	0
Pedobacter_suwonensis	0	1	0	2	0	3
Pelagibacterium_flavum	5	0	1	0	0	0
Pelagibacterium_halotolerans	0	1	4	1	0	0
Pelagovum_pacificum	0	5	1	0	0	0
Pelolinea_submarina	1	0	0	3	1	1
Pelosinus_sp._UFO1	0	0	0	4	1	1
Peptacetobacter_hiranonis	0	0	0	1	0	5
Photobacterium_sp._GJ3	3	0	0	0	2	1
Photobacterium_swingsii	1	0	5	0	0	0
Phytohabitans_flavus	3	0	3	0	0	0
Piscinibacter_sp._XHJ-5	1	0	3	0	2	0
Polymorphospora_rubra	0	6	0	0	0	0
Polynucleobacter_necessarius	0	2	4	0	0	0
Pontivivens_ytuae	0	0	6	0	0	0
Porphyrobacter_sp._YT40	4	0	0	2	0	0
Prevotella_sp._E2-28	0	4	2	0	0	0
Prevotella_sp._oral_taxon_299	0	3	1	0	0	2
Proteiniphilum_saccharofermentans	0	6	0	0	0	0
Pseudodesulfovibrio_cashew	2	4	0	0	0	0
Pseudolactococcus_raffinolactis	1	0	0	3	1	1
Pseudomonas_sp._AO-1	0	6	0	0	0	0
Pseudomonas_sp._NEEL19	1	1	1	1	1	1
Pseudomonas_sp._StFLB209	0	2	4	0	0	0
Pseudoxanthomonas_japonensis	6	0	0	0	0	0
Purpureocillium_takamizusanense	0	2	3	0	0	1
Pyrolobus_fumarii	3	3	0	0	0	0
Ralstonia_pseudosolanacearum	0	0	6	0	0	0
Ralstonia_wenshanensis	1	1	4	0	0	0
Raoultella_sp._DY2415	5	1	0	0	0	0
Raoultella_sp._HC6	6	0	0	0	0	0
Reinekea_forsetii	4	0	2	0	0	0
Rhizobium_sp._11515TR	0	0	3	0	3	0
Rhizobium_sp._Pop5	0	6	0	0	0	0
Rhizobium_sp._SSA_523	1	3	0	0	2	0
Rhodobacter_capsulatus	4	2	0	0	0	0
Rossellomorea_marisflavi	1	3	0	0	0	2
Sedimentibacter_sp._zth1	0	3	0	0	1	2
Serinicoccus_chungangensis	1	1	4	0	0	0
Serratia_marcescens	1	1	2	2	0	0
Sinimarinibacterium_sp._NLF-5-8	3	0	1	0	0	2
Sinorhizobium_terangae	6	0	0	0	0	0
Skermanella_pratensis	2	3	1	0	0	0
Solimonas_sp._K1W22B-7	4	0	2	0	0	0
Sphingobacterium_sp._SYP-B4668	0	0	0	0	6	0
Sphingomonas_glaciei	1	2	3	0	0	0
Sphingomonas_panacis	3	1	0	0	2	0
Sphingomonas_sabuli	0	6	0	0	0	0
Sphingopyxis_sp._OPL5	0	0	6	0	0	0
Spiribacter_roseus	0	1	4	1	0	0
Staphylococcus_caprae	0	0	0	6	0	0
Streptococcus_sobrinus	0	0	0	6	0	0
Streptomyces_albus	0	1	2	0	1	2
Streptomyces_gilvosporeus	1	5	0	0	0	0
Streptomyces_hundungensis	2	0	2	0	0	2
Streptomyces_niveus	3	3	0	0	0	0
Streptomyces_sp._C8S0	0	2	1	1	2	0
Streptomyces_sp._LX-29	0	0	3	0	0	3
Streptomyces_sp._SX92	6	0	0	0	0	0
Streptomyces_sp._TN58	0	0	6	0	0	0
Streptomyces_sp._W1SF4	2	1	1	1	0	1
Streptomyces_uncialis	0	1	1	0	3	1
Streptomyces_xanthophaeus	2	3	1	0	0	0
Streptomyces_yatensis	6	0	0	0	0	0
Sulfidibacter_corallicola	2	1	1	0	1	1
Sulfurifustis_variabilis	1	1	1	3	0	0
Svornostia_abyssi	0	0	6	0	0	0
Synechococcus_elongatus	1	0	1	0	4	0
Tardiphaga_sp._37S4	0	4	2	0	0	0
Telmatobacter_bradus	0	0	0	2	2	2
Tenacibaculum_vairaonense	0	0	0	3	0	3
Terrabacter_sp._C0L_2	2	4	0	0	0	0
Terrisporobacter_mayombei	1	0	0	2	2	1
Tessaracoccus_sp._MC1865	2	4	0	0	0	0
Thalassospira_lucentensis	0	0	0	5	0	1
Thermanaeromonas_toyohensis	2	4	0	0	0	0
Tistrella_bauzanensis	3	1	1	0	1	0
Treponema_sp._Marseille-Q4132	2	1	0	0	1	2
Umezawaea_sp._Da_62-37	1	4	1	0	0	0
Vagococcus_coleopterorum	0	1	0	3	1	1
Variovorax_sp._PAMC28562	2	0	0	0	0	4
Variovorax_sp._RA8	1	3	0	0	0	2
Veillonella_orientalis	0	0	0	6	0	0
Wukongibacter_baidiensis	0	3	1	1	1	0
Xanthomonas_medicagonis	1	4	1	0	0	0
Xanthomonas_translucens	0	2	4	0	0	0
Yimella_sp._cx-51	2	3	1	0	0	0
Zobellella_denitrificans	3	0	0	0	3	0
Aceticella_autotrophica	0	0	0	0	2	3
Acetivibrio_saccincola	1	2	1	0	1	0
Acetoanaerobium_noterae	0	2	0	0	3	0
Acetobacter_ghanensis	0	3	0	0	2	0
Acetobacterium_woodii	0	4	0	0	1	0
Acidovorax_carolinensis	0	1	4	0	0	0
Acidovorax_facilis	5	0	0	0	0	0
Actimicrobium_sp._CCC2.4	1	0	4	0	0	0
Actinomyces_timonensis	0	0	0	1	2	2
Actinoplanes_sp._OR16	1	0	3	0	0	1
Acuticoccus_sp._I52.16.1	0	5	0	0	0	0
Advenella_kashmirensis	5	0	0	0	0	0
Aeoliella_mucimassa	0	5	0	0	0	0
Aeromonas_bestiarum	0	0	5	0	0	0
Aggregatibacter_aphrophilus	0	2	0	0	3	0
Aliarcobacter_butzleri	0	3	0	0	0	2
Alienimonas_californiensis	3	2	0	0	0	0
Allokutzneria_albata	2	0	3	0	0	0
Ammonicoccus_fulvus	1	2	0	2	0	0
Amycolatopsis_methanolica	0	3	2	0	0	0
Amycolatopsis_sp._cg5	0	3	2	0	0	0
Anaerococcus_prevotii	3	0	0	0	2	0
Anaerotignum_propionicum	1	2	1	0	1	0
Anderseniella_sp._Alg231-50	2	0	3	0	0	0
Aneurinibacillus_soli	0	0	2	0	3	0
Aquisalimonas_sp._2447	3	2	0	0	0	0
Arenibacter_antarcticus	0	0	0	0	5	0
Arthrobacter_sp._92	0	2	0	0	0	3
Arthrobacter_sp._QXT-31	0	0	5	0	0	0
Arthrobacter_sp._UC242_113	0	5	0	0	0	0
Aurantiacibacter_atlanticus	0	0	5	0	0	0
Azospirillum_lipoferum	1	0	1	0	3	0
Bacillus_atrophaeus	1	0	2	0	2	0
Bacillus_pumilus	0	0	0	5	0	0
Bifidobacterium_sp._ESL0704	0	0	0	0	0	5
Bifidobacterium_sp._ESL0790	5	0	0	0	0	0
Bifidobacterium_sp._ESL0800	0	0	0	0	0	5
Bordetella_sp._N	1	1	0	0	3	0
Bordetella_trematum	4	0	1	0	0	0
Brachybacterium_huguangmaarense	2	0	0	0	3	0
Brachybacterium_sp._P6-10-X1	2	1	0	0	2	0
Brachyspira_hyodysenteriae	1	0	0	1	2	1
