Taxonomy	C1	C2	C3	Y1	Y2	Y3
Bielevirus	0	0	0	0	0	0
Bievrevirus	0	0	0	0	0	0
Bifidobacterium	193	170	755	24737	405	173153
Bifilivirus	0	0	0	0	0	0
Bifseptvirus	0	0	0	0	0	0
Bigelowiella	0	0	0	0	0	0
Bigmanorsvirus	0	0	0	0	0	0
Bignuzvirus	0	0	0	0	0	0
Bihdovirus	0	0	0	0	0	0
Bilifuvirus	0	0	0	0	0	0
Billgrantia	6	0	0	0	0	0
Bilophila	764	804	1142	19	85	166
Bimevirus	0	0	0	0	0	0
Bingvirus	0	0	0	0	0	0
Biomaibacter	1	6	0	0	0	0
Bippervirus	0	0	0	0	0	0
Biquartavirus	0	0	0	0	0	0
Birdsnestvirus	0	0	0	0	0	0
Birpovirus	0	0	0	0	0	0
Bisdanovirus	0	0	0	0	0	0
Biseptimavirus	0	0	0	0	0	0
Bisgaardia	0	0	0	0	0	0
Bismarckvirus	0	0	0	0	0	0
Bixiavirus	0	0	0	0	0	0
Bixzunavirus	0	0	0	0	0	0
Bizionia	0	0	0	0	0	0
Bjornvirus	0	0	0	0	0	0
Blafavirus	0	0	0	0	0	0
Blastochloris	9	2	0	0	0	0
Blastococcus	4	3	2	0	1	0
Blastomonas	0	0	1	0	3	0
Blastopirellula	0	0	0	0	0	0
Blattabacterium	0	7	0	0	4	3
Blattambidensovirus	0	0	0	0	0	0
Blautia	633	1048	1494	379982	178127	206017
Blinduvirus	0	0	0	0	0	0
Blohavirus	0	0	0	0	0	0
Blosnavirus	0	0	0	0	0	0
Bluefeathervirus	0	0	0	0	0	0
Blunervirus	0	0	0	0	0	0
Bluvavirus	0	0	0	0	0	0
Bocaparvovirus	0	0	0	0	0	0
Bocivirus	0	0	0	0	0	0
Bocovirus	0	0	0	0	0	0
Bohnovirus	0	0	0	0	0	0
Bohwovirus	0	0	0	0	0	0
Bohxovirus	0	0	0	0	0	0
Bolenivirus	0	0	0	0	0	0
Bombilactobacillus	0	0	0	1	3	0
Bombiscardovia	0	0	0	0	0	0
Bonaevitaevirus	0	0	0	0	0	0
Bonghivirus	0	0	0	0	0	0
Bongovirus	0	0	0	0	0	0
Bonnellvirus	0	0	0	0	0	0
Bonzeevirus	0	0	0	0	0	0
Bonzesmacovirus	0	0	0	0	0	0
Bopivirus	0	0	0	0	0	0
Bordetella	45	20	20	3	8	6
Borockvirus	0	0	0	0	0	0
Borrelia	0	16	3	0	0	0
Borreliella	0	3	1	0	1	0
Bosavirus	0	0	0	0	0	0
Boschuvirus	0	0	0	0	0	0
Boscovirus	0	0	0	0	0	0
Bosea	10	13	18	3	3	4
Bossavirus	0	0	0	0	0	0
Bostasmacovirus	0	0	0	0	0	0
Bostovirus	0	0	0	0	0	0
Botoulivirus	0	0	0	0	0	0
Botrexvirus	0	0	0	0	0	0
Botrimarina	1	0	0	0	0	0
Botrytimonavirus	0	0	0	0	0	0
Botrytis	0	0	1	0	1	1
Bottigliavirus	0	0	0	0	0	0
Botybirnavirus	0	0	0	0	0	0
Boudabousia	0	0	0	2	4	3
Bovismacovirus	0	0	0	0	0	0
Bovispumavirus	0	0	0	0	0	0
Bowservirus	0	0	0	0	0	0
Bracchivirus	0	0	0	0	0	0
Brachybacterium	8	8	34	2	11	3
Brachymonas	1	0	0	0	0	0
Brachyspira	6	0	0	5	6	3
Bracoviriform	0	0	0	0	0	0
Bradymonas	4	4	2	0	2	0
Bradyrhizobium	155	70	108	17	24	16
Bragavirus	0	0	0	0	0	0
Brambyvirus	0	0	0	0	0	0
Branisovskavirus	0	0	0	0	0	0
Brasilonema	0	0	0	0	0	0
Brassica	0	0	0	0	0	0
Bremerella	1	0	0	2	4	2
Bremia	0	0	0	0	0	0
Brenneria	10	1	4	0	1	0
Breoghania	12	9	12	0	0	1
Brettanomyces	0	0	0	0	0	0
Breudwovirus	0	0	0	0	0	0
Brevibacillus	48	28	29	9	17	14
Brevibacterium	11	9	14	18	17	5
Brevidensovirus	0	0	0	0	0	0
Brevihamaparvovirus	0	0	0	0	0	0
Brevirhabdus	0	0	0	0	0	0
Brevundimonas	82	31	32	0	5	4
Breznakiella	0	13	2	0	0	0
Bridgettevirus	0	0	0	0	0	0
Brigitvirus	0	0	0	0	0	0
Brikhyavirus	0	0	0	0	0	0
Bristolvirus	0	0	0	0	0	0
Britbratvirus	0	0	0	0	0	0
Brizovirus	0	0	0	0	0	0
Brochothrix	0	0	0	0	0	1
Broinstvirus	0	0	0	0	0	0
Bromdenvirus	0	0	0	0	0	0
Bromovirus	0	0	0	0	0	0
Bronvirus	0	0	0	0	0	0
Brooklawnia	6	7	0	0	0	1
Brucella	0	2	2	6	3	0
Brucepastera	1	4	11	0	2	4
Brucesealvirus	0	0	0	0	0	0
Brujitavirus	0	0	0	0	0	0
Brumicola	0	0	0	0	0	0
Bruncluvirus	0	0	0	0	0	0
Brunovirus	0	0	0	0	0	0
Brussowvirus	0	0	0	1	0	1
Bruynoghevirus	0	0	0	0	0	0
Buchananella	4	8	0	0	2	0
Buchananvirus	0	0	0	0	0	0
Buchavirus	0	0	0	0	0	0
Buchnera	1	6	0	5	4	0
Bucovirus	0	0	0	0	0	0
Bugaksanvirus	0	0	0	0	0	0
Buhdavirus	0	0	0	0	0	0
Buhlduvirus	0	0	0	0	0	0
Bulleidia	0	0	0	1	4	3
Bundooravirus	0	0	0	0	0	0
Buorbuivirus	0	0	0	0	0	0
Burkholderia	76	37	77	14	12	17
Burquivirus	0	0	0	0	0	0
Burrovirus	0	0	0	0	0	0
Burzaovirus	0	1855	0	0	0	0
Busanvirus	0	0	0	0	0	0
Bushwuavirus	0	0	0	0	0	0
Buttiauxella	6	4	4	0	1	2
Butyricicoccus	89	51	114	185	59	148
Butyricimonas	29	477	629	1	111	193
Butyrivibrio	25	19	23	77	169	104
Bymovirus	0	0	0	0	0	0
Byrnievirus	0	0	0	0	0	0
Bythopirellula	0	3	0	0	0	0
Caballeronia	9	5	9	0	4	2
Cacepaovirus	0	0	0	0	0	0
Caecilivirus	0	0	0	0	0	0
Caedibacter	0	0	0	0	0	0
Caelumvirus	0	0	0	0	0	0
Caenibius	0	3	0	0	0	1
Caenispirillum	11	3	4	0	0	1
Caeruleovirus	0	0	0	0	0	0
Cahdavirus	0	0	0	0	0	0
Cahrlavirus	0	0	0	0	0	0
Cahrpivirus	0	0	0	0	0	0
Cahtebovirus	0	0	0	0	0	0
Caldalkalibacillus	0	4	0	0	0	0
Caldanaerobacter	0	0	0	0	0	1
Caldibacillus	0	0	0	0	0	0
Caldicellulosiruptor	5	4	9	3	13	4
Caldichromatium	0	0	0	0	0	0
Caldifermentibacillus	0	0	0	0	3	0
Caldilinea	3	1	0	0	0	0
Caldimicrobium	0	0	0	0	0	0
Caldimonas	3	1	5	0	1	0
Caldinitratiruptor	9	8	13	4	3	0
Caldisericum	0	0	0	0	0	0
Caldisphaera	0	0	0	0	0	0
Calditerrivibrio	0	0	5	0	2	0
Caldithrix	0	2	1	0	0	0
Caldivirga	0	0	0	0	0	0
Caligrhavirus	0	0	0	0	0	0
Callevirus	0	0	0	0	0	0
Caloevirus	0	0	0	0	0	0
Caloramator	12	30	16	0	9	4
Caloranaerobacter	0	5	0	0	2	0
Calothrix	2	2	0	2	0	1
Calycomorphotria	0	0	1	0	0	0
Caminibacter	0	0	0	9	0	0
Caminicella	0	0	0	0	2	0
Caminolopintovirus	0	0	0	0	0	0
Campanilevirus	0	0	0	0	0	0
Campylobacter	59	101	29	1681	514	591
Camtrevirus	0	0	0	0	0	0
Camvirus	0	0	0	0	0	0
Candida	0	0	0	8	11	3
Candidatus Absconditicoccus	0	0	0	0	0	1
Candidatus Accumulibacter	1	3	1	0	0	1
Candidatus Aciduliprofundum	0	1	0	0	0	0
Candidatus Amoebophilus	0	0	0	0	0	0
Candidatus Annandia	0	0	0	0	0	0
Candidatus Arcticimaribacter	0	0	0	0	0	0
Candidatus Arthromitus	0	0	0	1	1	1
Candidatus Atelocyanobacterium	0	0	0	0	0	0
Candidatus Azoamicus	0	0	0	0	3	0
Candidatus Azobacteroides	2	1	0	1	0	0
Candidatus Babela	1	0	0	1	0	1
Candidatus Bandiella	0	0	0	0	0	0
Candidatus Bealeia	0	0	0	0	0	0
Candidatus Bipolaricaulis	0	2	0	0	0	0
Candidatus Blochmanniella	0	0	0	0	0	1
Candidatus Bodocaedibacter	0	0	0	0	0	0
Candidatus Brevifilum	0	1	0	1	4	0
Candidatus Caldatribacterium	2	0	0	0	0	0
Candidatus Cardinium	3	3	0	0	0	0
Candidatus Carsonella	0	4	0	0	0	0
Candidatus Chazhemtobacterium	0	0	0	0	0	0
Candidatus Chlorohelix	0	0	4	0	0	0
Candidatus Chromulinivorax	0	0	0	0	0	1
Candidatus Clavichlamydia	0	0	0	0	0	0
Candidatus Cloacimonas	0	8	1	0	0	0
Candidatus Comchoanobacter	0	0	0	0	0	0
Candidatus Competibacter	0	0	0	0	0	0
Candidatus Contubernalis	0	0	0	0	0	0
Candidatus Criblamydia	0	0	0	0	0	0
Candidatus Curculioniphilus	0	0	0	0	0	0
Candidatus Cytomitobacter	0	5	0	0	0	0
Candidatus Deianiraea	0	0	0	0	0	0
Candidatus Desulfofervidus	0	0	0	0	0	0
Candidatus Desulforudis	12	8	3	0	1	0
Candidatus Doolittlea	0	0	0	0	0	0
Candidatus Electrothrix	0	0	0	0	2	0
Candidatus Endolissoclinum	0	0	0	1	0	0
Candidatus Endomicrobiellum	1	0	0	0	0	0
Candidatus Endoriftia	0	0	1	0	0	0
Candidatus Endowatersipora	0	0	1	0	0	0
Candidatus Epulonipiscium	0	0	0	0	0	0
Candidatus Fervidibacter	0	0	0	0	0	0
Candidatus Fokinia	0	0	0	0	0	0
Candidatus Fonsibacter	0	0	0	0	0	1
Candidatus Formimonas	0	6	0	0	3	0
Candidatus Fukatsuia	0	0	0	0	0	0
Candidatus Gromoviella	0	0	0	0	0	0
Candidatus Gullanella	0	0	0	0	0	0
Candidatus Haliotispira	0	0	0	0	0	0
Candidatus Hepatoplasma	0	0	0	0	0	0
Candidatus Hoaglandella	0	0	0	0	0	0
Candidatus Hodgkinia	0	0	0	0	0	0
Candidatus Hydrogenosomobacter	0	0	0	0	0	0
Candidatus Ichthyocystis	0	0	0	0	0	0
Candidatus Ishikawella	0	0	0	0	0	0
Candidatus Izemoplasma	0	0	0	0	0	0
Candidatus Karelsulcia	0	0	0	0	4	0
Candidatus Kinetoplastidibacterium	0	0	0	0	0	5
Candidatus Kirkpatrickella	0	0	1	0	0	0
Candidatus Korarchaeum	0	0	0	0	0	0
Candidatus Korobacter	1	0	0	0	0	2
Candidatus Kuenenia	0	0	0	2	0	4
Candidatus Lariskella	0	0	0	0	0	0
Candidatus Leptofilum	0	0	14	0	4	2
Candidatus Lucifugimonas	0	0	0	0	0	0
Candidatus Mancarchaeum	0	0	0	0	0	0
Candidatus Marinarcus	0	0	0	0	0	0
Candidatus Megaera	0	0	0	0	0	0
Candidatus Mesenet	0	0	0	0	0	0
Candidatus Methanoliparum	0	0	0	0	0	0
Candidatus Methanoplasma	0	0	0	0	0	0
Candidatus Methylocalor	2	0	0	0	0	0
Candidatus Methylopumilus	0	0	2	0	0	0
Candidatus Methylospira	0	0	0	0	0	0
Candidatus Micrarchaeum	0	0	0	0	0	0
Candidatus Midichloria	0	0	0	0	0	0
Candidatus Mikella	0	0	0	0	0	0
Candidatus Minimicrobia	0	0	0	32	14	11
Candidatus Moranella	0	0	0	0	0	0
Candidatus Mycosynbacter	0	0	0	0	0	0
Candidatus Nanohalobium	0	0	0	0	0	0
Candidatus Nanohalococcus	0	0	0	0	0	0
Candidatus Nanohalovita	0	0	0	0	0	0
Candidatus Nanopelagicus	0	0	0	0	0	0
Candidatus Nanosalina	0	0	0	0	0	0
Candidatus Nanosynbacter	7	1	10	82	45	40
Candidatus Nardonella	0	0	0	0	0	0
Candidatus Nasuia	0	0	0	0	0	0
Candidatus Neoehrlichia	0	0	0	0	0	0
Candidatus Neptunochlamydia	0	0	0	0	0	0
Candidatus Nesciobacter	0	0	0	0	0	0
Candidatus Nitrosacidococcus	0	0	0	0	0	0
Candidatus Nitrosocaldus	0	0	0	0	0	0
Candidatus Nitrosocosmicus	0	0	0	0	0	0
Candidatus Nitrosoglobus	0	2	0	0	1	0
Candidatus Nitrosomarinus	0	0	0	0	0	0
Candidatus Nitrosopelagicus	0	0	0	0	0	0
Candidatus Nitrosotenuis	0	0	0	0	0	0
Candidatus Nitrotoga	4	2	2	0	0	0
Candidatus Nucleicultrix	0	0	0	0	0	0
Candidatus Odyssella	0	0	0	0	0	0
Candidatus Palauibacter	5	2	0	2	1	2
Candidatus Palibaumannia	0	0	0	0	1	0
Candidatus Paracaedibacter	0	0	0	0	0	0
Candidatus Paraluminiphilus	0	0	0	0	0	0
Candidatus Pelagibacter	0	6	0	1	3	0
Candidatus Pelagisphaera	0	0	0	0	0	0
Candidatus Phaeomarinobacter	0	0	0	0	0	0
Candidatus Photodesmus	0	0	0	0	0	0
Candidatus Phycorickettsia	0	0	0	0	0	0
Candidatus Phytoplasma	1	1	0	0	0	0
Candidatus Planktophila	0	4	0	2	3	8
Candidatus Poriferisocius	10	8	7	0	0	0
Candidatus Poriferisodalis	11	3	1	1	6	4
Candidatus Portiera	0	0	0	0	0	0
Candidatus Pristimantibacillus	0	0	0	0	0	1
Candidatus Profftella	0	0	0	0	0	0
Candidatus Profftia	0	0	0	0	0	0
Candidatus Promineifilum	3	13	4	0	0	0
Candidatus Protochlamydia	0	0	0	0	0	0
Candidatus Pseudothioglobus	0	0	0	0	0	0
Candidatus Puniceispirillum	0	0	0	0	0	0
Candidatus Purcelliella	0	0	0	0	0	0
Candidatus Rariloculus ( ex Nguyen 2022)	4	5	0	0	0	0
Candidatus Regiella	0	0	0	0	0	2
Candidatus Reidiella	0	1	0	0	2	0
Candidatus Rhabdochlamydia	0	0	0	0	0	0
Candidatus Riesia	0	0	0	0	0	0
Candidatus Ruthturnera	0	0	0	0	0	0
Candidatus Saccharimonas	0	0	0	0	0	0
Candidatus Schneideria	0	0	0	0	0	0
Candidatus Shikimatogenerans	0	0	0	0	0	0
Candidatus Sneabacter	0	0	1	0	0	0
Candidatus Southlakia	0	0	7	2	23	14
Candidatus Spongiihabitans	2	0	0	1	0	0
Candidatus Spongiisocius	0	1	0	0	0	0
Candidatus Steffania	0	0	0	0	0	0
Candidatus Sulfidibacterium	1	4	0	0	0	0
Candidatus Symbiobacter	0	0	0	0	0	0
Candidatus Syntrophocurvum	0	8	0	0	0	0
Candidatus Tachikawaea	0	0	0	0	0	0
Candidatus Thiodiazotropha	0	0	1	0	0	0
Candidatus Thiodubiliella	0	0	0	0	0	0
Candidatus Thioglobus	0	0	0	0	0	0
Candidatus Tisiphia	0	0	0	0	0	2
Candidatus Trichorickettsia	0	0	0	0	0	0
Candidatus Uabimicrobium	0	0	0	0	0	1
Candidatus Vallotiella	0	0	0	0	0	0
Candidatus Velamenicoccus	1	3	0	0	0	0
Candidatus Vesicomyidisocius	0	0	0	0	0	2
Candidatus Viadribacter	1	0	1	0	0	0
Candidatus Vondammii	0	0	0	0	0	0
Candidatus Walczuchella	0	0	0	0	0	0
Candidatus Westeberhardia	0	0	0	0	0	0
Candidatus Williamhamiltonella	0	1	0	0	0	0
Candidatus Xianfuyuplasma	0	4	1	0	0	0
Candidatus Xiphinematobacter	0	0	0	0	0	0
Candidatus Zinderia	0	0	0	0	0	0
Candidiatus Paracoxiella	0	0	0	1	0	1
Candidozyma	0	0	0	0	0	0
Canhaevirus	0	0	0	0	0	0
Canoevirus	0	0	0	0	0	0
Cantarevirus	0	0	0	0	0	0
Capillimicrobium	1	1	3	0	0	2
Capilliphycus	0	0	0	0	0	0
Capillovirus	0	0	0	0	0	0
Capistrivirus	0	0	0	0	0	0
Capnelvirus	0	0	0	0	0	0
Capnocytophaga	0	3	1	1	11	2
Capripoxvirus	0	0	0	0	0	0
Caproicibacter	124	74	93	12	5	2
Caproicibacterium	52	51	119	17	40	16
Caproiciproducens	61	39	41	1	26	28
Capsulimonas	4	2	5	0	0	0
Captovirus	0	0	0	0	0	0
Capulavirus	0	0	0	0	0	0
Capvunavirus	0	0	0	0	0	0
Caradhivirus	0	0	0	0	0	0
Carbonactinospora	0	0	0	0	0	0
Carbovirus	0	0	0	0	0	0
Carboxydichorda	2	3	1	0	0	0
Carboxydocella	0	2	0	4	0	0
Carboxydothermus	0	1	0	0	3	1
Cardiobacterium	13	2	1	0	0	0
Cardiovirus	0	0	0	0	0	0
Cardoreovirus	0	0	0	0	0	0
Carettavirus	0	0	0	0	0	0
Carjivirus	0	0	0	0	0	4581
Carlavirus	0	0	0	0	0	0
Carltongylesvirus	0	0	0	0	0	0
Carmenvirus	0	0	0	0	0	0
Carnobacterium	0	1	1	2	3	0
Carnodivirus	0	0	0	0	0	0
Caroctavirus	0	0	0	0	0	0
Carpasinavirus	0	0	0	0	0	0
Carvajevirus	0	0	0	0	0	0
Casadabanvirus	0	0	0	0	0	0
Casfavirus	0	0	0	0	0	0
Casimicrobium	0	0	0	0	0	0
Castellaniella	7	2	2	0	0	0
Catalinimonas	0	0	0	0	0	0
Catalunyavirus	0	0	0	0	0	0
Catellatospora	10	2	6	0	0	0
Catenibacterium	1	7	5	137	69	116
Catenovulum	0	0	0	0	0	0
Catenulispora	0	0	0	0	0	0
Catfishvirus	0	0	0	0	0	0
Cauhldivirus	0	0	0	0	0	0
Caulifigura	0	0	0	0	0	0
Caulimovirus	0	0	0	0	0	0
Caulobacter	25	40	24	5	2	6
Cavemovirus	0	0	0	0	0	0
Cavevirus	0	0	0	0	0	0
Cbastvirus	0	0	0	0	0	0
Cbunavirus	0	0	0	0	0	0
Cebadecemvirus	0	0	0	0	0	0
Cebaduodecimvirus	0	0	0	0	0	0
Cebevirus	0	0	0	0	0	0
Ceceduovirus	0	0	0	0	0	0
Cecivirus	0	0	0	0	0	0
Cedarrivervirus	0	0	0	0	0	0
Cedecea	5	9	11	0	0	0
Ceduovirus	0	0	0	0	0	0
Ceetrepovirus	0	0	0	0	0	0
Cehakivirus	0	0	0	0	0	0
Cehntrovirus	0	0	0	0	0	0
Celavirus	0	0	0	0	0	0
Celebovirus	0	0	0	0	0	0
Celeribacter	3	12	0	0	3	0
Celerinatantimonas	0	0	0	0	0	0
Celiavirus	0	0	0	0	0	0
Cellubavirus	0	0	0	0	0	0
Cellulomonas	47	30	59	12	8	5
Cellulophaga	0	1	1	3	0	0
Cellulosilyticum	2	4	0	5	4	9
Cellulosimicrobium	8	5	0	3	3	0
Cellvibrio	1	0	1	0	2	1
Cenphatecvirus	0	0	0	0	0	0
Centapoxvirus	0	0	0	0	0	0
Centumtrigintavirus	0	0	0	0	0	0
Cepunavirus	0	0	0	0	0	0
Cequinquevirus	0	0	0	0	0	0
Cercospora	0	0	0	0	2	0
Cereibacter	6	3	6	0	0	0
Certevirus	0	0	0	0	0	0
Certrevirus	0	0	0	0	0	0
Cervidpoxvirus	0	0	0	0	0	0
Cetarhavirus	0	0	0	0	0	0
Cetobacterium	0	12	0	12	7	1
Cetovirus	0	0	0	0	0	0
Chaedoavirus	0	0	0	0	0	0
Chahsmivirus	0	0	0	0	0	0
Chakrabartyella	0	5	2	1	5	2
Chakrabartyvirus	0	0	0	0	0	0
Chalconvirus	0	0	0	0	0	0
Chamaesiphon	0	0	0	0	0	0
Changchengzhania	0	4	0	0	0	0
Changchunvirus	0	0	0	0	0	0
Changpingibacter	0	1	0	0	1	4
Chania	0	0	0	2	0	0
Chaoshanvirus	0	0	0	0	0	0
Chaovirus	0	0	0	0	0	0
Chaoyangvirus	0	0	0	0	0	0
Chaphamaparvovirus	0	0	0	0	0	0
Chapparvovirus	0	0	0	0	0	0
Charlievirus	0	0	0	0	0	0
Charybdisvirus	0	0	0	0	0	0
Charybdivirus	0	0	0	0	0	0
Charybnivirus	0	0	0	0	0	0
Chatterjeevirus	0	0	0	0	0	0
Chelativorans	0	2	0	0	0	0
Chelatococcus	21	7	0	0	0	0
Chenggangzhangella	4	1	1	0	0	0
Chenonavirus	0	0	0	0	0	0
Cheoctovirus	0	0	0	0	1	0
Cheravirus	0	0	0	0	0	0
Chertseyvirus	0	0	0	0	0	0
Cheungvirus	0	0	0	0	0	0
Chewyvirus	0	0	0	0	0	0
Chiangmaivirus	0	0	0	0	0	0
Chidieberevirus	0	0	0	0	0	0
Chihyovirus	0	0	0	0	0	0
Chimaeribacter	0	0	0	0	0	0
Chimpavirus	0	0	0	0	0	0
Chimshavirus	0	0	0	0	0	0
Chinihovirus	0	0	0	0	0	0
Chinseivirus	0	0	0	0	0	0
Chipapillomavirus	0	0	0	0	0	0
Chipolycivirus	0	0	0	0	0	0
Chirohepevirus	0	0	0	0	0	0
Chitinibacter	0	0	3	0	1	0
Chitinimonas	1	1	2	0	0	0
Chitiniphilus	4	4	0	0	0	0
Chitinivorax	1	0	0	0	0	0
Chitinolyticbacter	0	0	0	0	0	0
Chitinophaga	25	12	3	2	5	4
Chitorquevirus	0	0	0	0	0	0
Chivirus	0	0	0	0	0	0
Chlamydia	0	0	0	3	0	0
Chlamydiamicrovirus	0	0	0	0	0	0
Chlamydiifrater	0	0	0	0	0	0
Chloracidobacterium	0	1	2	0	2	0
Chloriridovirus	0	0	0	0	0	0
Chlorobaculum	9	7	8	0	0	2
Chlorobium	5	9	9	1	0	1
Chloroflexus	0	1	0	0	0	0
Chlorogloeopsis	0	1	0	0	1	0
Chloroherpeton	0	0	0	0	0	0
Chlorovirus	0	0	0	0	0	0
Chobevirus	0	0	0	0	0	0
Choctavirus	0	0	0	0	0	0
Chondrinema	0	0	0	1	2	1
Chondromyces	3	25	0	0	0	1
Chopinvirus	0	0	0	0	0	0
Chordicoccus	48	80	49	10	28	26
Chordovirus	0	0	0	0	0	0
Chosvirus	0	0	0	0	0	0
Chounavirus	0	0	0	0	0	0
Christensenella	243	247	283	124	70	62
Christensenvirus	0	0	0	0	0	0
Christiangramia	0	0	0	2	2	2
Chromatium	0	0	0	0	0	0
Chromobacterium	19	13	4	0	3	0
Chromohalobacter	0	0	10	1	0	0
Chroococcidiopsis	0	2	0	4	0	3
Chryseobacterium	22	28	6	6	12	17
Chryseolinea	9	0	1	0	0	0
Chryseomicrobium	0	3	0	0	2	0
Chrysonvirus	0	0	0	0	0	0
Chrysovirus	0	0	0	0	0	0
Chthonomonas	0	14	1	0	0	0
Chuhaivirus	0	0	0	0	0	0
Chunghsingvirus	0	0	0	0	0	0
Churkhuvirus	0	0	0	0	0	0
Chuvivirus	0	0	0	0	0	0
Chymeravirus	0	0	0	0	0	0
Cicadellivirus	0	0	0	0	0	0
Ciceribacter	0	0	3	0	0	1
Cihsnivirus	0	0	0	0	0	0
Cilevirus	0	0	0	0	0	0
Cimandefvirus	0	0	0	0	0	0
Cimpunavirus	0	0	0	0	0	0
Cinqassovirus	0	0	0	0	0	0
Cintrevirus	0	0	0	0	0	0
Cinunavirus	0	0	0	0	0	0
Cinvestavvirus	0	0	0	0	0	0
Circovirus	0	0	0	0	0	0
Citexvirus	0	0	0	0	0	0
Citiorivirus	0	0	0	0	0	0
Citlodavirus	0	0	0	0	0	0
Citricivirus	0	0	0	0	0	0
Citricoccus	12	2	3	3	0	0
Citrifermentans	3	11	5	1	1	0
Citrivirus	0	0	0	0	0	0
Citrobacter	664	64	457	0	8	449
Citromicrobium	0	0	0	0	0	0
Citrovirus	0	0	0	0	0	0
Clampvirus	0	0	0	0	0	0
Claudivirus	0	0	0	0	0	0
Clavavirus	0	0	0	0	0	0
Claveliimonas	12	19	23	113	159	50
Clavibacter	8	5	4	0	3	0
Clawzvirus	0	0	0	0	0	0
Clecrusatellite	0	0	0	0	0	0
Cloacibacillus	848	7441	844	1	8	1
Cloacibacterium	0	4	2	0	0	0
Closterovirus	0	0	0	0	0	0
Clostridioides	1166	2132	209	1210	434	1047
Clostridium	812	915	985	1101	5895	1346
Clostunsatellite	0	0	0	0	0	0
Clownvirus	0	0	0	0	0	0
Cnuibacter	0	1	0	1	0	0
Coatlandelriovirus	0	0	0	0	0	0
Cobetia	0	0	0	2	0	1
Cobrasixvirus	0	0	0	0	0	0
Cocadviroid	0	0	0	0	0	0
Coccidioides	0	0	0	0	0	0
Coccolithovirus	0	0	0	0	0	0
Cocosatellite	0	0	0	0	0	0
Coetzeevirus	0	0	0	0	0	0
Coeurvirus	0	0	0	0	0	0
Cognaticolwellia	0	0	0	0	0	0
Cognatishimia	2	3	0	0	0	0
Coguvirus	0	0	0	0	0	0
Cohaesibacter	1	2	2	1	3	1
Cohcovirus	0	1	0	0	0	0
Cohnella	13	13	4	7	12	2
Colecusatellite	0	0	0	0	0	0
Coleviroid	0	0	0	0	0	0
Colletotrichum	4	0	2	4	5	2
Collimonas	6	1	11	0	1	1
Collinsella	2064	243	5556	3385	59995	40594
Colneyvirus	0	0	0	0	0	0
Colossusvirus	0	0	0	0	0	0
Coltivirus	0	0	0	0	0	0
Colunavirus	0	0	0	0	0	0
Colwellia	0	0	0	2	0	0
Comamonas	81071	27	21904	2	4	5
Commandariavirus	0	0	0	0	0	0
Commensalibacter	0	2	3	0	0	0
Comovirus	0	0	0	0	0	0
Companilactobacillus	0	3	0	0	4	6
Conchiformibius	0	1	0	0	0	0
Condavirus	0	0	0	0	0	0
Conexibacter	14	0	15	0	1	0
Conexivisphaera	0	0	0	0	0	0
Congregibacter	1	0	0	0	1	1
Constantimarinum	0	0	0	0	0	0
Controvirus	0	0	0	0	0	0
Coopervirus	0	0	0	0	0	0
Copasivirus	0	0	0	0	0	0
Copernicusvirus	0	0	0	0	0	0
Copiparvovirus	0	0	0	0	0	0
Coprasatellite	0	0	0	0	0	0
Coprobacter	6	15	16	2	3	1
Coprococcus	237	140	248	2400	37857	2257
Coprothermobacter	0	0	0	0	0	0
Coraliomargarita	0	1	0	0	0	0
Coralliovum	0	0	0	0	0	0
Corallococcus	17	18	9	5	0	0
Coralvirus	0	0	0	0	0	0
Corgivirus	0	0	0	0	0	0
Coriobacterium	14	4	8	35	3	6
Coriovirus	0	0	0	0	0	0
Corndogvirus	0	0	0	0	0	0
Cornellvirus	0	0	0	0	0	0
Cornievirus	0	0	0	0	0	0
Coruscantvirus	0	0	0	0	0	0
Corynebacterium	143	152	152	145	209	139
Cosavirus	0	0	0	0	0	0
Cosmacovirus	0	0	0	0	0	0
Costertonia	0	0	0	0	0	0
Cotonvirus	0	0	0	0	0	0
Couchioplanes	4	1	1	0	0	0
Coughduvirus	0	0	0	0	0	0
Coventryvirus	0	0	0	0	0	0
Coxiella	0	5	0	0	3	0
Crabreovirus	0	0	0	0	0	0
Craquatrovirus	0	0	0	0	0	0
Crassaminicella	0	10	0	17	2	2
Crateriforma	1	8	5	0	0	0
Crenobacter	0	0	0	0	4	0
Crifsvirus	0	0	0	0	1	0
Crinalium	0	0	0	0	0	0
Crinivirus	0	0	0	0	0	0
Cripavirus	0	0	0	0	0	0
Croceibacter	0	0	0	0	0	0
Croceibacterium	2	3	0	0	0	0
Croceicoccus	11	22	5	0	0	0
Croceimicrobium	0	0	0	0	0	0
Crocodylidpoxvirus	0	0	0	0	0	0
Crocosphaera	0	0	0	0	0	0
Crohivirus	0	0	0	0	0	0
Cronobacter	11	8	15	0	2	2
Cronosvirus	0	0	0	0	0	0
Cronusvirus	0	0	0	0	0	0
Crossiella	2	0	0	0	0	3
Cruoricaptor	0	0	0	0	0	1
Crustavirus	0	0	0	0	0	0
Cryobacterium	3	1	2	0	0	1
Cryptobacterium	2	3	1	3	6	0
Cryptococcus	0	0	0	6	1	0
Cryptomonas	0	0	0	0	0	0
Cryptosporidium	0	0	0	1	0	0
Cryspovirus	0	0	0	0	0	0
