# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0	0.000239333	0	0.000291312	0	0	0	0.000283943	0.000159941	0.000433293	0.000247131	0.000167107
PWY-7456: mannan degradation	0	0	0	0	0	0	0	0	0	0	0	6.5809e-05
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0	0	0	0.000448654	0.000383003	0	0	0	0.000125003	0.000378769	5.52568e-05	0.000226122
PWY-7560: methylerythritol phosphate pathway II	0	0	0	0.000216146	0.000125937	0.000340051	9.42027e-05	0.000172275	0.000154585	0.000158002	0	0.000236092
PWY-7663: gondoate biosynthesis (anaerobic)	0.0004372	0.000139398	0	0.000378857	0.000635357	0.000487688	9.07802e-05	0.000217159	0.000356565	0.000369676	0.000331891	0.000307899
PWY-7664: oleate biosynthesis IV (anaerobic)	0	0.000119828	0	0.000388999	0.000609256	0.000396053	0	0.000181788	0.000211778	0.000303465	0.000176359	0.000294647
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0	0	0	0.000467482	0.000247093	0.000408416	0	0	0.000389713	0.000335916	0.000694758	0.000246236
PWY-922: mevalonate pathway I	0	0	0	0	0	0	0	0	0	0.000102282	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	0	0	0	0.000439818	0	0.000282536	0.000278314	0.000306262	0.000346789	0.000612265	0.000500937	0.000237132
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	0	0	0.00014668	0	7.59197e-05	0	0	8.90683e-05	0.000114442	0.000298234	9.11271e-05
PWY0-1261: anhydromuropeptides recycling	0	0	0.00025637	0.000424508	0.000239195	0	0	0.000214906	0.00019983	0.000435968	0.000213769	0.000224176
PWY0-1296: purine ribonucleosides degradation	0.000103533	0	0	0.000104798	0	6.49885e-05	0.000363106	0.000315224	0.000560107	0.000373441	0.000147443	0.000302056
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	8.91889e-05	0	0	6.72983e-05	0	0	0	0.000165951	0.000204818	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	3.95438e-05
PWY0-1319: CDP-diacylglycerol biosynthesis II	0	0	0	0.000361066	8.95987e-05	0.00018071	0.000409211	0	0.00034681	0.000853879	0.00067414	0.000271099
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0	0	0	0.000194675	0	0	0	0	0	0.000280132	0	5.46224e-05
PWY0-1479: tRNA processing	0	0	0	0.000271413	0	0	0	0	0.000285089	0.000239571	8.27939e-05	0.000126514
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000137427	0	0	2.73458e-05	0	0	6.60228e-05	0.000173423	0	0	6.26989e-05	0.000147849
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0	0	0	0.000374664	0.000244123	0.000223768	0	0	0.000341494	0.000410633	0.00039073	0.000237269
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0.00020652	0	0.000430606	0.00029792	0.000217875	0	0	0.000327806	0.000521543	0.000788579	0.000291011
PWY0-781: aspartate superpathway	0	0	0	0.000238052	0	0	0	0	0	0.000228255	0.000160504	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	0.000159377	0	0	0	0	9.1874e-05	0.000195639	0.000153931	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0	0.000166466	0	0.000423412	0.0006081	0.000383484	9.44249e-05	0.000175373	0.0001965	0.000301163	0.000290681	0.000297901
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	0	0	0.000361989	0.000117203	0	0	0	0.000331093	0.000510284	0.000365763	0.000223599
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0	0	0	0.000361989	0.000117203	0	0	0	0.000331093	0.00050764	0.000365763	0.000219459
PWY66-399: gluconeogenesis III	0	0	0	0.000143208	0	0	0	0.000277757	0	0.00017538	0.000128421	0.000122296
PWY66-400: glycolysis VI (metazoan)	0	0.000172579	0.000243387	0.000369838	0.000381259	0.000316339	0	8.40469e-05	0.000431325	0.000316074	0.000493879	0.00026282
PWY66-409: superpathway of purine nucleotide salvage	0	0	0	0.000190508	0	0	0	0	0.000319242	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)	0.000371698	7.05405e-05	0.00021526	0.000178725	0.000261895	0.000253079	0.000241777	0	0.000253053	0.000365941	9.65135e-05	0.000231416
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.000355683	0	0	0	0	0.000331479	0.000139686	0.000144759	0	0	9.06831e-05	0.000165532
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0	0	0	0.000146737	0	0	0	0	6.69756e-05	0.000169312	8.7876e-05	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	0	0	0	0	0.000256803	0	0	0	0	0	0.000223257
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0	0	0	0	0	0	0	0	0.000467795	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.000350934	0.000287557	0.000143546	0.000188709	0.000104145	0.000323651	0.000142319	0.000198239	5.21001e-05	0.00044702	0.000341379	0.000285558
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0	0	0	0.000147055	0	0	0	5.48726e-05	0.00019009	0.000209247	0	2.48363e-05
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0	0	0	0.000143965	0	0	0	9.18389e-05	6.64946e-05	0	0	4.97019e-05
TCA: TCA cycle I (prokaryotic)	0	0	0	7.16293e-05	0	0	0	7.356e-05	0	0	0	0
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	0.000137748	6.84587e-05	0.000162319	0.000275399	0.000474625	0.000281109	0.000112714	0.000125344	8.2562e-05	0.000312555	0.00016108	0.000252758
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.0004032	5.95707e-05	0.000533181	0.000387582	0.000215852	0.000330014	0	0.000274146	0.000532155	0.000401406	0.000401506	0.000259769
TRNA-CHARGING-PWY: tRNA charging	0.000576987	0	0.000278686	0.000322865	0.000393039	0.00013168	0.000244125	0	0.000322599	0.00026528	0.000198386	0.00026475
TRPSYN-PWY: L-tryptophan biosynthesis	0	7.00783e-05	0	0.000412616	8.30432e-05	0.000155656	0.000104886	0	0.000330204	0.000321078	0.000344	0.000193746
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.000484097	0	0.000324565	0.000430419	0.000363782	6.37359e-05	0.000206558	0.000243925	0.00028952	0.000383538	0.000222889	0.000409178
VALSYN-PWY: L-valine biosynthesis	0.000539678	0.000346261	0.00058911	0.000749049	0.000833894	0.000382869	0.000360169	0.000318062	0.000571298	0.00071608	0.000691768	0.000319672
