# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
GLUTORN-PWY: L-ornithine biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	4.26074e-05
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.000354447	0	0.000132072	0.000162335	0.000207437	0	0.000107542	0.000130428	0.000142429	0.000102143	5.95082e-05	0.000157544
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000273964	0	0	0	0.000155183	0	0	0	0	0	0	6.58844e-05
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	0	0	0	0.000266604	0	0	0	0	0.000147258	0.000303141	0.000162104	5.38079e-05
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.000100461	0	0.000404335	0.000379967	0.000387354	0.000334878	0	0.00012251	0.000406527	0.000397405	0.000273637	0.000241745
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0	0	0	0	0	0	0	0	0	0	0	3.61757e-05
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	3.61757e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0	0	0.000160929	0.0002123	0.000207899	0.00021374	0	0	0.000166598	0.000420206	0.000225289	8.01482e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000192625	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000159646	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0.000136227	0	0	0	0	0	0	3.03591e-05	0.000116136	3.28325e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	5.55954e-05	0	0	0	0	4.59281e-05	7.18241e-05	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.00010001	0	0	0	0	0	6.73632e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	0	7.53023e-05	0.000109868	0.000551886	0.00020735	0.000302122	0	0.000220658	0.000344635	0.000398919	0.000284206	4.90264e-05
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000181576	0	0	0	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	8.81604e-05	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.00013761	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	9.99661e-05	0.00012373	0	3.5303e-05	0	0	8.23697e-05	3.25903e-05	0.000144451	2.40877e-05
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000117866	0	0	0	0	7.0744e-05	1.63525e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000121518	0	0	0	0	0	1.72415e-05	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000189488	0	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0	0	0	0	0	0	0	0	0.000113684	0	0	5.94529e-05
HISDEG-PWY: L-histidine degradation I	0.00035983	0	0.00034764	8.63684e-05	0.000171581	7.27064e-05	9.00762e-05	0.000216363	7.44419e-05	0.000158541	4.49253e-05	0.000156185
HISDEG-PWY: L-histidine degradation I|g__Bacteroidetes_noname.s__Bacteroidetes_oral_taxon_274	0	0	0	0	0	0	0	0	0	0	0	1.65751e-05
HISDEG-PWY: L-histidine degradation I|g__Corynebacterium.s__Corynebacterium_matruchotii	0	0	0	0	0	0	0	0.000115644	0	0	0	2.77445e-05
HISDEG-PWY: L-histidine degradation I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000342791	0	0	0	0.000171581	3.40055e-05	0	0	0	0	0	5.04097e-05
HISDEG-PWY: L-histidine degradation I|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0.000102467	5.86314e-05	0	0	3.95383e-05	0	0	7.49563e-05	0	0
HISDEG-PWY: L-histidine degradation I|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	5.07797e-05
HISDEG-PWY: L-histidine degradation I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	2.72111e-05	0	0	0	0	0	6.83536e-05	0	0
HISTSYN-PWY: L-histidine biosynthesis	0	0	0	0	0	0.000230009	0	0.000260472	0	0.000124494	0.000233313	7.79654e-05
HISTSYN-PWY: L-histidine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	4.24171e-05	0	0
HISTSYN-PWY: L-histidine biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000197152	0	0	0	0	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0	0	0	0.000157954	0	0.000113335	0.000160913	8.24659e-05	0.000233962	0.000166476	0.000129521	0.00018251
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	3.01525e-05
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	3.37901e-05	0	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	3.95365e-05	0	0	0.000138669	0	0	0	0	3.60933e-05
HSERMETANA-PWY: L-methionine biosynthesis III	3.94569e-05	0	0	0.000132696	6.21967e-05	6.10955e-05	0	8.67563e-05	0.000153207	0.000239319	0.000123272	0.000128959
HSERMETANA-PWY: L-methionine biosynthesis III|g__Campylobacter.s__Campylobacter_showae	3.40687e-05	0	0	0	0	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.000539678	0.000346261	0.00058911	0.000749049	0.000833894	0.000382869	0.000360169	0.000318062	0.000571298	0.00071608	0.000691768	0.000319672
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Campylobacter.s__Campylobacter_showae	0	0	0	0	3.08554e-05	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000494787	0	0.000173269	0	0.000369804	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	5.68277e-05	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Neisseria.s__Neisseria_flavescens	0	0	0	9.12848e-05	0	0	0	0	3.12905e-05	2.3608e-05	5.11587e-05	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Sphingomonas.s__Sphingomonas_melonis	0	0.000210077	0	0	0	0	0	0	0	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0.000108738	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.000122693	0	0	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	4.02704e-05	0	0	0.000242369	0	0	5.42913e-05	4.6319e-05	6.7926e-05
LACTOSECAT-PWY: lactose and galactose degradation I	0	0	0	7.58543e-05	0	0	0.000313655	0.000213946	0.000353878	0.00016877	0.000148926	0.00016955
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0.000160505	0	5.73244e-05	0
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0.000137947	0	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0.000131273	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000313655	0	0	4.87902e-05	2.06476e-05	0.000112843
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	4.66795e-05	0	0	0	0	3.02648e-05	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0	0	0	0.000247569	0	0.000194077	0.000233074	0.000118127	0.00035321	0.00022006	0.000210559	0.000245793
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	2.82041e-05
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	4.95525e-05	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000181357	0	0	0	0	3.3224e-05
METHGLYUT-PWY: superpathway of methylglyoxal degradation	0	0	0	0	0	0	0	0	0	0.000147795	0.000130666	3.34819e-05
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0	0	0	0.000245319	0	0.000172457	0.000235923	0.000133525	0.00032682	0.000246912	0.000220245	0.000242867
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	2.98855e-05
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	4.49037e-05	0	0	0
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	4.1953e-05	0	0	0.000181667	0	0	0	0	3.34258e-05
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0	8.31977e-05	0	0.00014134	0	0	0.000252936	0.00012934	4.28025e-05	0.000479818	5.53763e-05	0.000175796
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	4.76498e-05
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	7.35401e-05	0	0	0	0	0	0.000343532	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_sputorum	0	6.80065e-05	0	0	0	0	0	0	0	0	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	1.95076e-05	0	2.55205e-05	0
NAGLIPASYN-PWY: lipid IVA biosynthesis	0	0	0	0.000401183	0.000335832	0.000222639	0	0	0.000247498	0.000270221	0.000184068	0.000179913
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0.000120748	0	0	0	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	4.13414e-05	0	0	0	0	0	8.04315e-05	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	6.60546e-05	0	0	3.99848e-05	0	9.64497e-05	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.000137682	0	0	0	0	0.00011339	5.96779e-05	4.07295e-05	0
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	4.67772e-05	0	0	0	0	2.53842e-05	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.000534701	0	0.000338641	0.000288953	0.000243657	0.000532375	0.000103441	0.000223734	0.000226127	0.000386349	0.000169294	0.00031842
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000311183	0	0	0	0.000136635	0	0	0	0	0	0	4.04511e-05
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000268322	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.000304334	0	0	0.000347092	0.000309454	0.000221343	0.000230631	0.000229522	7.43222e-05	0.000302288	0.00010659	0.000364514
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Campylobacter.s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	1.85818e-05
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Gemella.s__Gemella_haemolysans	0	0	0	6.76533e-05	0	0	0	0	0	8.85913e-05	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Porphyromonas.s__Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	1.68537e-05
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	7.49115e-05
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000519886	0	0	0.000340975	0.000352404	7.72765e-05	0.000193321	0.000147544	0.000260783	0.000280854	0.00014019	0.000231451
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.00014365	0	0	0	0.000265242	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	5.15273e-05	0	0	0
P108-PWY: pyruvate fermentation to propanoate I	0	0	0	0	0	0	0	0.000108816	0	0	0	0.00010738
P163-PWY: L-lysine fermentation to acetate and butanoate	0.000306234	0	0.000187689	0.000118086	0.000300705	0	0	0	0	0	0	8.27344e-05
P163-PWY: L-lysine fermentation to acetate and butanoate|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000306234	0	0.000142781	0	0.000300705	0	0	0	0	0	0	6.56324e-05
P163-PWY: L-lysine fermentation to acetate and butanoate|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0.000118086	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	0	0	0	4.16164e-05	0	0	0	0	0.000148646	0.000185344	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Gemella.s__Gemella_haemolysans	0	0	0	3.13394e-05	0	0	0	0	0	0.00011898	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0	0	0	0	0.000278312	0	0	0	0	0	0.000111791	9.69196e-05
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0	0	0	0.000264125	0	0	0	0.000179762	0.000235966	0.000261481	0.000223658	0
P42-PWY: incomplete reductive TCA cycle	0	0	0	0	0	0	0	0	0	0	6.87034e-05	9.59397e-05
P441-PWY: superpathway of N-acetylneuraminate degradation	0	0	0.000189653	0.000121435	0	0	0	0	0	0	0.000154555	0
PANTO-PWY: phosphopantothenate biosynthesis I	9.71964e-05	0	0	0.000127048	0	0.000144534	0	0.000157307	0.000175704	0.000243106	0.000381705	6.30795e-05
PANTO-PWY: phosphopantothenate biosynthesis I|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	8.65587e-05	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	2.6224e-05	0	0	0	0	0	5.39759e-05	6.78628e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	7.88759e-05	0	0	0	0	8.14309e-05	7.73045e-05	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	4.26755e-05	0.000143804	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0	0	0	0.000138304	0	0.000217753	0	0	8.8212e-05	0.000204492	0.000116124	9.39505e-05
PENTOSE-P-PWY: pentose phosphate pathway	0	0	0	0.000342772	0.000255805	0.000167319	0	0.000229353	0.000103043	0.000324589	0.000169382	0.00019401
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.00060414	0.000279282	0.000286821	0.000527287	0.000270265	0.000611201	0.000300469	0.000242942	0.00060732	0.000755346	0.000602888	0.000371198
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.000297096	0	0	0	0	0	0	0	0	0	0	3.64549e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	5.59263e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	2.02964e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000114198	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	7.02322e-05	0	0	0	0	0	0	0.000141063	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_sputorum	0	9.61687e-05	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.31764e-05	0	0	0	0	6.0474e-05	3.33499e-05	4.19672e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_subflava	0	0	0	7.40091e-05	0	0	0	0	6.13775e-05	6.88857e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000310344	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	9.36815e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	0	3.61674e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.34635e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	6.23975e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000115883	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0	0	0	0.000391838	0.000107281	0	0	0	0.000370179	0.000603431	0.000463838	0.000224962
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000116482	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.47681e-05	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Neisseria.s__Neisseria_subflava	0	0	0	5.30629e-05	0	0	0	0	7.78172e-05	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0	0	0	0	0	0	0	9.16603e-05	0	0	0	0.000126224
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	9.70262e-05
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	0	0	6.48874e-05
PPGPPMET-PWY: ppGpp biosynthesis	0	0	0	3.13207e-05	0	0	0	0	0	2.81855e-05	1.70986e-05	9.88453e-05
PPGPPMET-PWY: ppGpp biosynthesis|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	3.78573e-05
PPGPPMET-PWY: ppGpp biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	3.27634e-05
PWY-1042: glycolysis IV (plant cytosol)	0.000524812	0.000124924	0.000331568	0.000326975	0.000373368	0.000574822	0.000199013	0.000217409	0.000322815	0.000224953	0.000419818	0.00032988
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	3.70521e-05
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	2.42913e-05
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	7.76286e-05	0	0.000130113	0	7.98488e-05	0	0	9.12241e-05	0	0.000311954	0
PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	4.87002e-05	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	2.93854e-05	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	5.43202e-05
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0	9.56166e-05	0.000185927	0.000121064	0	0.000195732	0	0	6.06642e-05	0.000366013	0.000279315	0.00014661
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	3.85419e-05	0	0	0	0	0	0.000145881	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	6.74705e-05	2.76607e-05
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	0	0	0	0	0	0	0	0	0	2.00927e-05	0
PWY-2941: L-lysine biosynthesis II	0	0	0	0.000320791	0.000159618	0	0.000103764	0.000259526	0.000355349	0.00034238	0.000269139	0.000143218
PWY-2942: L-lysine biosynthesis III	0.000392947	0.000171183	0.000227034	0.000500414	0.000252724	0.000695681	0.000105031	0.000339871	0.000434017	0.000517471	0.000609917	0.000368577
PWY-2942: L-lysine biosynthesis III|g__Campylobacter.s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	2.94027e-05
PWY-2942: L-lysine biosynthesis III|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	9.66195e-05	0	0
PWY-2942: L-lysine biosynthesis III|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.000108962	0	0
PWY-2942: L-lysine biosynthesis III|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	6.4375e-05	0	0	0	0	8.18746e-05	0	0.000236092	0
PWY-2942: L-lysine biosynthesis III|g__Haemophilus.s__Haemophilus_sputorum	0	7.42634e-05	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Neisseria.s__Neisseria_flavescens	0	0	0	4.74336e-05	0	0	0	0	9.12403e-05	3.46899e-05	4.00511e-05	0
PWY-2942: L-lysine biosynthesis III|g__Neisseria.s__Neisseria_subflava	0	0	0	4.92804e-05	0	0	0	0	8.15131e-05	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Candidatus_Prevotella_conceptionensis	0	0	0	0	0	0	0	0	0	0	0	3.55998e-05
PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0.000389337	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	8.32111e-05	0
PWY-2942: L-lysine biosynthesis III|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0.000137815	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	5.47153e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.000433839	8.74424e-05	0.000519208	0.000468339	0.000279822	0.000340787	0	0.000288024	0.000468814	0.0004514	0.000482484	0.000280663
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	6.32554e-05	0	0	0	0	3.60646e-05	2.7831e-05	0.000136805	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.17441e-05	0	0	0	0	2.72638e-05	2.948e-05	3.38985e-05	0
PWY-3781: aerobic respiration I (cytochrome c)	0	0	0	0.000475143	0	0	0	0	0.000126132	0.000280611	6.88478e-05	1.75901e-05
PWY-3781: aerobic respiration I (cytochrome c)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	8.56736e-05	3.38158e-05	5.17027e-05	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Neisseria.s__Neisseria_subflava	0	0	0	0.000243195	0	0	0	0	9.42298e-05	4.69411e-05	0	0
PWY-3841: folate transformations II	0.000151243	0	0	0	0	0	0.000324771	0	0.000291163	0.000427434	0.000117293	0.000331768
PWY-3841: folate transformations II|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	2.15529e-05
PWY-3841: folate transformations II|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.9363e-05	0	0	0
PWY-3841: folate transformations II|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0.000206856	0	0	0	0	8.79248e-05
