# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
P161-PWY: acetylene degradation (anaerobic)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	1.54495e-05	0	0
P161-PWY: acetylene degradation (anaerobic)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.10781e-05	0
P161-PWY: acetylene degradation (anaerobic)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.40151e-05	0
P161-PWY: acetylene degradation (anaerobic)|s__Escherichia_coli.t__SGB10068	0	0	9.36187e-05	0	0	0
P161-PWY: acetylene degradation (anaerobic)|s__Klebsiella_pneumoniae.t__SGB10115	0.000292229	0.000241287	0	0	0	0
P161-PWY: acetylene degradation (anaerobic)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	2.43044e-05	0	0	0	0
P161-PWY: acetylene degradation (anaerobic)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	2.18687e-05	0	0
P161-PWY: acetylene degradation (anaerobic)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	7.32087e-05	2.11536e-05	3.12774e-05
P161-PWY: acetylene degradation (anaerobic)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	2.12817e-05	0
P161-PWY: acetylene degradation (anaerobic)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	2.44945e-05	4.15432e-05	0
P161-PWY: acetylene degradation (anaerobic)|unclassified	9.6602e-05	5.6447e-05	1.81819e-05	8.54135e-06	6.47997e-05	0.000100664
P163-PWY: L-lysine fermentation to acetate and butanoate|s__Alistipes_putredinis.t__SGB2318	0	0	3.46111e-05	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	6.94684e-05	8.11878e-06	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|s__GGB9342_SGB14306.t__SGB14306	0	0	3.78325e-05	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|s__GGB9634_SGB15095.t__SGB15095	6.68411e-05	5.18376e-06	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|s__GGB9635_SGB15106.t__SGB15106	0	1.08662e-05	0	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|s__Vescimonas_coprocola.t__SGB15089	0	0	1.82689e-05	0	0	0
P163-PWY: L-lysine fermentation to acetate and butanoate|unclassified	2.23433e-05	1.64479e-05	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified	2.5075e-05	1.22665e-05	2.54528e-05	2.43985e-05	3.88193e-05	2.57448e-05
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	6.19619e-05	5.17301e-05	5.33619e-05
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.56793e-05	1.03093e-05	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|s__Escherichia_coli.t__SGB10068	0	0	7.78624e-05	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|s__Klebsiella_pneumoniae.t__SGB10115	0.000135557	0.000100494	0	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.1856e-05	0	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	8.88325e-05	2.23784e-05	1.9831e-05	7.39464e-06	6.61918e-05	9.07155e-05
P221-PWY: octane oxidation|s__Klebsiella_pneumoniae.t__SGB10115	0.000173735	0.000156495	0	0	0	0
P221-PWY: octane oxidation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.9949e-05	0	0	0	0
P221-PWY: octane oxidation|unclassified	1.76817e-06	0	0	0	2.02132e-05	0
P23-PWY: reductive TCA cycle I|unclassified	3.65924e-05	9.79153e-06	0	0	0	5.89396e-05
P3-PWY: gallate degradation III (anaerobic)|unclassified	8.59907e-06	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	6.58511e-05	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000101522	9.81659e-05	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.86367e-06	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	0	0	1.44862e-05	0	0	0
P42-PWY: incomplete reductive TCA cycle|s__Bacteroides_stercoris.t__SGB1830	0	0	7.75004e-06	0	0	0
P42-PWY: incomplete reductive TCA cycle|s__Bacteroides_uniformis.t__SGB1836	0	1.03732e-05	4.17915e-05	0	0	0
P42-PWY: incomplete reductive TCA cycle|unclassified	5.34292e-05	1.58916e-05	0	1.14777e-05	2.14658e-05	0.000103406
P441-PWY: superpathway of N-acetylneuraminate degradation|s__Escherichia_coli.t__SGB10068	0	0	7.43267e-05	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|s__Klebsiella_pneumoniae.t__SGB10115	0.000140713	0.000107135	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	7.18942e-05	4.08106e-05	3.87484e-05	1.44435e-05	7.11948e-05	7.52785e-05
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	0.000103281	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|s__Escherichia_coli.t__SGB10068	0	0	9.78213e-05	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|s__Klebsiella_pneumoniae.t__SGB10115	0.000140839	8.05471e-05	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|s__Klebsiella_quasipneumoniae.t__SGB10112	0	3.09461e-05	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	5.24126e-05	2.80809e-05	0	1.2466e-05	3.232e-05	4.14605e-05
PANTO-PWY: phosphopantothenate biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	0	3.28832e-05	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	1.0711e-05	0	4.39945e-05	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Alistipes_putredinis.t__SGB2318	0	0	1.86423e-05	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	8.2373e-06	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	4.66521e-05	5.83669e-05	7.50402e-05
PANTO-PWY: phosphopantothenate biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	0.000133021	1.75097e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	2.15987e-05	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	9.0503e-06	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	4.62618e-06	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	3.03871e-05	6.71191e-06	2.31084e-05
PANTO-PWY: phosphopantothenate biosynthesis I|s__Comamonas_kerstersii.t__SGB12676	1.76617e-05	0	8.96412e-06	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	1.48008e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	0	3.84483e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.32046e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	4.22654e-05	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__GGB9694_SGB15204.t__SGB15204	0	5.78681e-06	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000150564	0.000157233	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.70535e-05	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Phocaeicola_vulgatus.t__SGB1814	0	5.54923e-06	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	1.53258e-05
PANTO-PWY: phosphopantothenate biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	3.928e-05	1.04094e-05	3.39282e-05
PANTO-PWY: phosphopantothenate biosynthesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	1.87433e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	6.31307e-05	3.86721e-05	6.95481e-05	2.99622e-05	0.000106143	5.52612e-05
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Akkermansia_muciniphila.t__SGB9226	0	0	3.12532e-05	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Alistipes_onderdonkii.t__SGB2303	0	0	4.77995e-05	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Alistipes_putredinis.t__SGB2318	0	0	2.51869e-05	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.90552e-05	4.52281e-05	4.59309e-05
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	8.54565e-05	1.58166e-05	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Blautia_massiliensis.t__SGB4826	0	0	0	9.12295e-06	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Blautia_wexlerae.t__SGB4837	0	0	0	4.55928e-05	1.06116e-05	3.4721e-05
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	8.67771e-06	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Dorea_longicatena.t__SGB4582	0	0	0	0	3.52398e-05	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.85599e-05	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Escherichia_coli.t__SGB10068	0	0	4.53357e-05	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Klebsiella_pneumoniae.t__SGB10115	0.000125925	0.000106917	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.0877e-05	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	2.11258e-05	0	3.18505e-05
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	1.61017e-05	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	5.98934e-05	3.29359e-05	5.14423e-05	1.7599e-05	7.12677e-05	6.32159e-05
PENTOSE-P-PWY: pentose phosphate pathway|s__Bacteroides_uniformis.t__SGB1836	0	0	2.76684e-05	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.42388e-05	0	0
PENTOSE-P-PWY: pentose phosphate pathway|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000123179
PENTOSE-P-PWY: pentose phosphate pathway|s__Escherichia_coli.t__SGB10068	0	0	6.37756e-05	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|s__Klebsiella_pneumoniae.t__SGB10115	0.000105486	9.39e-05	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|s__Klebsiella_quasipneumoniae.t__SGB10112	0	3.79539e-06	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	2.87697e-05	3.40623e-05	2.50172e-05	2.53774e-05	2.55287e-05	2.77313e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Akkermansia_muciniphila.t__SGB9226	0	1.95029e-05	4.03092e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_communis.t__SGB2290	0	0	1.2807e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_onderdonkii.t__SGB2303	0	0	4.20084e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_putredinis.t__SGB2318	0	0	3.69399e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_shahii.t__SGB2295	0	0	1.68055e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	4.24647e-05	4.20743e-05	4.09634e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	7.87671e-05	1.63662e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Bacteroides_stercoris.t__SGB1830	0	0	7.93209e-06	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Bacteroides_uniformis.t__SGB1836	0	0	2.23819e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.63608e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000146584
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Blautia_faecis.t__SGB4820	0	0	0	1.79352e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.79267e-05	1.20937e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Blautia_obeum.t__SGB4811	0	0	0	3.7829e-05	5.4352e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	7.27372e-06	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000167145	1.90143e-05	8.87022e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	8.30325e-05	9.78857e-06	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	6.05132e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	1.85045e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Comamonas_kerstersii.t__SGB12676	3.76793e-05	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	1.16456e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.17977e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Dorea_longicatena.t__SGB4582	0	0	0	2.94678e-05	5.30871e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.73385e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Escherichia_coli.t__SGB10068	0	0	5.66951e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.53337e-05	0	1.21989e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.83629e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	5.15091e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	2.29094e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB4569_SGB6312.t__SGB6312	0	5.38209e-05	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9059_SGB13976.t__SGB13976	0	1.83203e-05	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9342_SGB14306.t__SGB14306	0	0	3.5486e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9345_SGB14311.t__SGB14311	0	1.46683e-05	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9634_SGB15095.t__SGB15095	7.24359e-05	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9635_SGB15106.t__SGB15106	0	1.5902e-05	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9708_SGB15234.t__SGB15234	2.71338e-05	6.8109e-05	4.38568e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__GGB9715_SGB15267.t__SGB15267	0	0	0.000100959	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Gemmiger_SGB15295.t__SGB15295	0	0	0	0	0	1.32353e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Klebsiella_pneumoniae.t__SGB10115	0.000129367	0.00010513	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.76693e-06	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Oscillibacter_sp_ER4.t__SGB15254	0	9.04353e-06	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.68777e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	5.37854e-05	1.28651e-05	7.31858e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.34185e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	3.99519e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.03654e-05	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	1.90221e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|s__Vescimonas_coprocola.t__SGB15089	0	0	1.97503e-05	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	9.19943e-05	8.27464e-05	7.70794e-05	3.18051e-05	0.000144709	0.000133147
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|s__Escherichia_coli.t__SGB10068	0	0	0.000122981	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	4.50567e-05
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|s__Klebsiella_pneumoniae.t__SGB10115	0.000139205	0.000109347	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.25706e-05	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	7.24758e-05	1.14503e-05	3.17667e-05	0	4.6275e-05	5.91161e-05
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	4.51927e-05	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	5.45944e-05	4.52449e-05	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	4.47403e-06	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	0	0	6.09441e-06	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|s__Escherichia_coli.t__SGB10068	0	0	3.63794e-05	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|s__Klebsiella_pneumoniae.t__SGB10115	0.00013535	0.000106783	0	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	7.42837e-06	0	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	1.49546e-05	3.0905e-05	3.62124e-05	1.37657e-05	2.9138e-05	0
PPGPPMET-PWY: ppGpp metabolism|s__Escherichia_coli.t__SGB10068	0	0	5.73615e-05	0	0	0
PPGPPMET-PWY: ppGpp metabolism|s__Klebsiella_pneumoniae.t__SGB10115	0.000107736	8.83125e-05	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.09443e-05	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	2.97811e-05	3.27752e-05	0
PPGPPMET-PWY: ppGpp metabolism|unclassified	2.61747e-05	2.55613e-05	2.80154e-05	0	0	1.64592e-05
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|s__Klebsiella_pneumoniae.t__SGB10115	0.000169206	0.000162679	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.92958e-06	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	4.70905e-05	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	0.000122432	9.46457e-05	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.88749e-06	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|unclassified	4.40628e-05	0	0	0	0	0
PWY-1042: glycolysis IV|s__Akkermansia_muciniphila.t__SGB9226	0	0	4.7255e-05	0	0	0
PWY-1042: glycolysis IV|s__Alistipes_communis.t__SGB2290	0	8.83477e-06	2.00642e-05	0	0	0
PWY-1042: glycolysis IV|s__Alistipes_finegoldii.t__SGB2301	0	0	9.76717e-06	0	0	0
PWY-1042: glycolysis IV|s__Alistipes_onderdonkii.t__SGB2303	0	0	7.1374e-05	0	0	0
PWY-1042: glycolysis IV|s__Alistipes_putredinis.t__SGB2318	0	0	3.28276e-05	0	0	0
PWY-1042: glycolysis IV|s__Alistipes_shahii.t__SGB2295	0	0	2.12497e-05	0	0	0
PWY-1042: glycolysis IV|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	7.32652e-05	8.15024e-05	6.8701e-05
PWY-1042: glycolysis IV|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	0.000153364	3.77212e-05	0
PWY-1042: glycolysis IV|s__Bacteroides_stercoris.t__SGB1830	0	0	4.71178e-06	0	0	0
PWY-1042: glycolysis IV|s__Bacteroides_uniformis.t__SGB1836	0	9.67315e-06	1.55581e-05	0	0	0
PWY-1042: glycolysis IV|s__Blautia_faecis.t__SGB4820	0	0	0	4.23299e-05	4.75505e-06	3.38606e-05
PWY-1042: glycolysis IV|s__Blautia_massiliensis.t__SGB4826	0	0	0	4.22152e-05	2.21517e-05	0
PWY-1042: glycolysis IV|s__Blautia_obeum.t__SGB4811	0	0	0	6.86794e-05	7.40003e-05	0
PWY-1042: glycolysis IV|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	7.45005e-06	0
PWY-1042: glycolysis IV|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	1.6445e-05	0
PWY-1042: glycolysis IV|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000203937	1.42184e-05	0.000121627
PWY-1042: glycolysis IV|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	0	0	5.2435e-06	0	0	0
PWY-1042: glycolysis IV|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	7.51269e-05	0	0	0	0	0
PWY-1042: glycolysis IV|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	5.73487e-05	5.85325e-05
PWY-1042: glycolysis IV|s__Collinsella_intestinalis.t__SGB14741	0	0	0	3.12834e-05	0	0
