ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members	CO1	CO2	CO3	CO4	MA1	MA2	MA3	MA4	ME1	ME2	ME3	ME4	TH1	TH2	TH3	TH4
Mx_All_176	d__Bacteria	p__Bacillota_G	c__UBA4882	o__UBA10575	f__UBA10575	g__Capillibacterium	s__Capillibacterium sp012837705	83.43407151582886	91.95	2.4	50.0	2663116	36995	1	0.088138424	0.023503033	0.077991545	0.023672165	0.015737863	0.01812672	0.0085339835	0.021256309	0	0.013152294	0	0.013433013	0.40071645	0	0.020552259	0
Mx_All_177	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__UBA1426	s__	84.57832428960259	88.8	1.24	0.0	1867680	9050	1	0.09334396	0.018355668	0.116783746	0.027416773	0.045709934	0.0357162	0.033379752	0.028398992	0	0	0	0	0	0	0	0
Mx_All_178	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__	s__	86.04018600000063	91.77	1.67	0.0	7118751	173929	1	0	0	0	0	0.47543466	0.012035008	2.6461582	0.15302429	0	0.04745279	0	0	0	0	0	0
Mx_All_179	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__	32.681909429417274	56.16	5.69	51.52	1402953	12046	1	0	0	0	0	0	0	0	0	0.83535695	0.18933654	0.011762578	0.67108643	0	0	0	0
Mx_All_18	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nitrococcales	f__AK92	g__JAAYIK01	s__JAAYIK01 sp012523465	97.11415342721172	95.6	0.2	0.0	2858794	106735	1	0.4917661	0.19144858	0.46745634	0.48593155	0.31696016	0.11660511	0.06218247	0.13954692	0	0.02058261	0	0.046566702	0	0.051058266	0.06443081	0
Mx_All_180	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__	s__	84.18681387949277	93.26	2.25	0.0	914145	22575	1	0.41917908	0.02511865	0.12044272	0.02644209	0.025080418	0	0	0.007798063	0	0	0	0	0	0	0	0
Mx_All_181	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU080	f__RSA5	g__	s__	86.24764865471819	93.63	1.96	0.0	3237987	68438	1	0.06708992	0.9089286	0.1289523	0.5600398	0.026330704	0.010993263	0	0.02815172	0	0	0	0	0	0	0	0
Mx_All_182	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	95.58115614541	98.43	1.09	40.0	2107878	21395	1	0	0	0	0	0	0	0	0	0.12198514	0.1743359	0.015444744	0.27069458	0	0	0	0
Mx_All_183	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__	s__	86.49010801517102	88.71	1.01	18.18	2601819	196327	1	0	0	0	0	0	0	0	0	0	0.4537497	0	0	0.19414541	0	0.023015017	0
Mx_All_184	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavipsychrobacter	s__	83.62331268312956	99.01	3.57	0.0	2497790	84455	1	0.87438893	1.1312636	0.12962313	2.5488975	0.1721329	0.17147395	0.1711235	0.07946109	0	0.010017845	0	0	0	0	0	0
Mx_All_185	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__CAIMTB01	g__CAIMTB01	s__	66.91509628054786	68.53	0.68	0.0	3413958	3717	1	0	0.023657758	0.018479116	0	0.118918784	0.05827914	0.032676406	0.08377348	0	0.017359653	0	0	0	0	0	0
Mx_All_186	d__Bacteria	p__Bdellovibrionota	c__UBA2361	o__UBA2361	f__JAGFJO01	g__	s__	90.3284372202075	94.07	1.31	0.0	3161500	413880	1	0.07688473	0.7102378	0.16754277	0.07125115	0.09551967	0.045240637	0.071549684	0.0793889	0	0.024577899	0	0	0	0	0	0
Mx_All_187	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__	g__	s__	34.070956062836146	63.34	6.25	3.7	3001283	3158	1	0	0.023689874	0	0	0.18185471	0.05892672	0.03371973	0.026730515	0	0.008189165	0	0.022248974	0	0	0.037791863	0
Mx_All_188	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__	s__	91.7920188636504	97.73	1.7	0.0	3690699	133057	1	0.04961287	0.8033616	0.14338428	0.35940534	0.24442218	0.08023541	0.044744454	0.066791885	0	0.0253857	0	0.05053741	0	0	0.045829672	0
Mx_All_189	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__	s__	82.85004254252294	89.56	1.75	0.0	3577030	12025	1	0	0	0	0	0	0	0	0	0	0.039112	0.0058443206	0.24853116	0	0	0.07368441	0
Mx_All_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__DSM-8532	f__DSM-8532	g__DTU059	s__DTU059 sp012523685	92.08517336120873	97.13	1.79	100.0	2556727	16996	1	0.09186658	0	0.21262161	0.15860184	0.036369756	0.055703107	0.051840115	0.0370592	0	0	0	0	0	0	0	0
Mx_All_190	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__RCIO01	s__	34.36248568109223	52.41	4.21	30.77	1992455	2595	1	0	0.031865295	0	0	0.066827625	0.054624423	0.05347437	0.19376019	0	0.018243901	0	0.06868069	0	0	0.047542125	0
Mx_All_191	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Micromonosporaceae	g__Natronosporangium	s__	93.89531271383241	96.89	1.05	0.0	3621805	32406	1	0.0149951335	0.108814836	0.046532296	0.04086202	0	0.03166304	0.01592218	0.067189716	0	0	0	0.0129541755	0	0	0.23907678	0
Mx_All_192	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__ZC4RG30	s__	62.46327623460026	96.23	7.59	23.81	3408819	56519	1	1.9821397	0.061129384	1.4979676	0.21748538	1.929285	2.6180725	3.976761	1.5693837	0	0.033722892	0	0.04890281	0	0	0	0
Mx_All_193	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter soli	62.773390288506	94.19	7.44	50.0	2992548	13390	1	0	0	0	0	0	0	0	0	0.17114879	0.20401916	0.009007892	0.17089805	0	0	0	0
Mx_All_194	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavipsychrobacter	s__	79.89386019972835	95.32	3.78	36.36	2987051	15809	1	0	0	0	0	0.04125707	0.04989155	0.32313833	0.121274576	0	0.0052029607	0	0	0	0	0	0
Mx_All_195	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Pelagibacterium	s__	69.33566397493884	81.75	3.42	80.0	2997065	7931	1	0	0.04513978	0	0	0.09034552	0.02224294	0.118146494	0.019565934	0	0.055345643	0.008738273	0.09956905	0	0	0.24270764	0
Mx_All_196	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__ML615J-28	f__CAG-698	g__JAEYQM01	s__	96.9782850148044	94.67	0.0	0.0	1609832	41359	1	0.019222703	0	0	0	0	0	0	0	0	0.017206918	0	0	1.6456248	0	0	0
Mx_All_197	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__ZCTH02-B6	g__CALJUZ01	s__	58.700267686947896	62.37	1.18	40.0	1630301	3285	1	0	0.20649767	0.023108516	0.10349029	0	0.010495355	0	0.023645114	0	0	0	0	0	0	0	0
Mx_All_198	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__SZUA-601	g__	s__	70.8980801564238	69.09	0.0	0.0	1097547	4132	1	0.027221752	0	0.023083348	0.2210976	0.033292614	0	0	0.013825283	0	0	0	0	0	0	0	0
Mx_All_199	d__Bacteria	p__Bacillota_A	c__Clostridia	o__DSM-8532	f__DSM-8532	g__DTU059	s__	90.8814263144539	98.25	1.98	0.0	4031151	115572	1	0.02262283	0	0	0	0	0	0	0	0	0	0	0	1.2781962	0	0	0
Mx_All_2	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Pseudonocardiaceae	g__Saccharomonospora	s__Saccharomonospora viridis	86.38747988063622	87.82	0.66	0.0	3625862	5432	1	0.03419918	0.0402176	0.023733132	0.009273969	0.0316231	0.02036971	0.01212814	0.083828375	0	0.008029813	0	0.03615736	0.023521459	0.018267715	0.027736777	0
Mx_All_20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Proteiniboraceae	g__Proteiniborus	s__	93.44365219773884	91.13	0.0	0.0	2946815	42394	1	0	0	0	0	0	0	0	0	0	0.4564816	0	0	0.015376504	0	0	0
Mx_All_200	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Vulgatibacteraceae	g__JAEZJH01	s__	89.13664078378363	91.94	0.97	0.0	3991040	12396	1	0.211295	0.017551782	0.23937991	0.026530765	0.04373482	0.03129188	0.01017968	0.04049662	0	0	0	0	0	0	0	0
Mx_All_201	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Caldicoprobacterales	f__Caldicoprobacteraceae	g__Caldicoprobacter	s__	95.13183738142686	94.84	0.4	0.0	2486081	38342	1	0	0	0	0	0	0	0	0	0	0	1.5247239	0	0	0.020340703	0.13805526	0.19337048
Mx_All_202	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella cibaria	34.88658685818763	55.26	5.26	75.0	1762735	9187	1	0	0	0	0	0	0	0	0	0.12749395	0.1807692	0.029791528	0.16785793	0	0	0	0
Mx_All_203	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Acetivibrionales	f__DSM-5807	g__Pseudoclostridium	s__Pseudoclostridium thermosuccinogenes	65.5492213539568	76.68	2.68	16.67	2943816	4415	1	0	0	0	0	0	0	0	0	0	0.017782671	0	0	0.22722153	0	0	0
Mx_All_204	d__Bacteria	p__Bdellovibrionota	c__UBA2394	o__UBA2394	f__UBA2394	g__	s__	84.03392517337483	85.8	0.84	0.0	2010638	73765	1	0.007966691	0.3048877	0.051028017	0.100312866	0.013779816	0.0352866	0.014358327	0.020465804	0	0.006229048	0	0	0	0	0.010592249	0
Mx_All_205	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__Peptostreptococcus russellii	91.44353861078713	95.54	1.4	66.67	2178386	8716	1	0	0	0	0	0	0	0	0	0.35075653	0	0	0	0	0	0	0
Mx_All_206	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Rariloculales	f__Rariloculaceae	g__ZC4RG20	s__	27.081990310983702	72.52	9.77	15.69	3774845	5730	1	0.10124381	0.49793822	0.2713758	0.13092977	0.12374021	0.2630222	0.19632712	0.21564637	0	0	0	0.011182679	0	0	0	0
Mx_All_207	d__Bacteria	p__Bacillota_A	c__Clostridia	o__DSM-8532	f__DSM-8532	g__Thermoclostridium	s__	83.70164218050874	98.37	3.5	14.29	3443858	46024	1	0.017172664	0	0	0	0	0	0	0	0	0.10408284	0	0	2.9020529	0	0	0
Mx_All_208	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__QEUY01	s__	82.34452316842659	94.08	2.73	0.0	5513482	6746	1	0.029506302	0.182902	0.022373887	0.0708511	0.016163576	0.020097138	0.007901051	0.03742509	0	0	0	0	0	0	0	0
Mx_All_209	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__Thermomicrobiaceae	g__Sphaerobacter	s__Sphaerobacter thermophilus	69.73681646343692	70.35	0.47	0.0	2730908	2976	1	0.010104197	0.051266003	0.044259045	0.013331187	0.011277501	0.023024723	0.030768454	0.021701338	0	0	0	0	0	0	0.124059096	0
Mx_All_21	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA1609	g__	s__	45.39810537775639	69.44	6.25	87.5	2082380	3011	1	0	0	0	0	0	0.018867265	0.08275577	0.23328285	0	0	0	0	0	0	0	0
Mx_All_210	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Pseudogracilibacillus	s__	87.51816955135251	93.38	1.66	0.0	2378598	75221	1	0.020966373	0.025704475	0.017672436	0.061707526	0.012265309	0.014608367	0.012817626	0.015518733	0	0.34909275	0	0	0.30091336	0.8206982	0.87472665	0.06942832
Mx_All_211	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Thermobacillus	s__	88.05148194951849	90.26	0.94	16.67	3176788	46727	1	0.036823455	0	0	0.033713676	0	0	0	0.0068680258	0	0.010745638	0	0.012088818	0	0.557479	0.048874345	0
Mx_All_212	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__JAAZIO01	s__JAAZIO01 sp012800805	64.33009628054786	74.02	2.55	50.0	1032432	3717	1	0.0885627	0	0.036861043	0	0	0	0	0	0	0	0	0	0.12377271	0	0	0
Mx_All_213	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Pseudogracilibacillus	s__	80.78488354728435	94.21	3.53	62.5	2710139	10896	1	0	0	0	0	0	0	0	0	0	0.5434286	0	0.010545075	0	0.034051288	0.24527214	0
Mx_All_214	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__DTU010	s__	50.47025489254479	89.84	9.46	62.5	1951283	10852	1	0.21679705	0.01767083	0.045422938	0.025273234	0	0	0	0.013639587	0	0.017063301	0	0	0.108633175	0	0	0
Mx_All_215	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__NIC37A-2	s__	71.33388018572816	91.79	4.54	0.0	5115631	30744	1	0.05919436	0.3147725	0.13787685	0.011246734	0.06598443	0.0127796875	0.06268952	0.026065009	0	0	0	0	0	0	0	0
Mx_All_216	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Verticiella	s__	50.790292264641415	58.42	2.13	60.0	2306715	3052	1	0.058459733	0.10230135	0.020112287	0.10772209	0.0143664	0	0	0.019553894	0	0	0	0	0	0	0	0
Mx_All_217	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAJUGE01	f__JAJUGE01	g__JAJUGE01	s__JAJUGE01 sp029268305	75.38307823797781	90.43	3.66	33.33	3905953	11652	1	0	0.010867114	0.047754772	0.011960867	0.058853313	0.054313947	0.0613975	0.06970682	0	0.016614754	0	0.12048482	0	0	0.0065384507	0
Mx_All_218	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_D	s__Luteimonas_D sp938008415	48.091653390752455	81.79	7.34	10.0	2315502	34301	1	2.606843	0.2708424	0.34907994	0.3033142	0.32834822	0.088847086	0.110245995	0.08942495	0.007992078	0.034934424	0	0.019172225	0	0	0	0
Mx_All_219	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Streptosporangiaceae	g__Spirillospora	s__Spirillospora hallensis	36.934242883611724	61.81	5.48	14.29	3492879	3036	1	0.009979421	0.18137757	0.015903877	0.0126005765	0.022787992	0.0941686	0.01722821	0.039729916	0	0	0	0	0	0	0	0
Mx_All_22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__JAEYXD01	s__	31.359752072538924	52.17	4.66	16.67	2977172	2666	1	0.046496183	0.014220277	0.028158398	0.026803974	0.115250446	0.10503151	0.022103794	0.051602382	0	0	0	0	0	0	0	0
Mx_All_220	d__Bacteria	p__Bacillota	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus_E	s__	95.2915666390226	95.87	0.61	0.0	3445559	87727	1	0.038022324	0.010507021	0.011353078	0.020175591	0.01512203	0	0	0.03856799	0	0.12633592	0	0.01923692	0.021298246	4.3323927	1.562593	0.043346062
Mx_All_221	d__Bacteria	p__Bacillota	c__Bacilli	o__ZCTH02-B2	f__ZCTH02-B2	g__Bacillus_BB	s__Bacillus_BB sp001884825	76.40251592141448	74.14	0.0	0.0	1710445	33499	1	0.061346482	0.14727569	0.037132878	0.046864256	0.025011316	0.027931672	0.028902106	0.13520347	0	1.5544442	22.335258	0.053420335	0.8291701	1.0511442	3.5966237	4.359484
Mx_All_222	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__	g__	s__	72.58915874837335	87.75	3.43	0.0	2851896	9513	1	0.027315188	0.04971199	0.015354493	0.12556086	0	0	0	0.012243878	0	0.005487644	0	0	0	0.103741184	0.09403665	0
Mx_All_223	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__JAAYHX01	s__	47.70413864631643	68.27	4.9	41.67	1155181	6090	1	0.01500098	0.011518687	0.010164993	0	0	0	0	0.009054656	0	0.63735086	0.71038073	0.017370883	0.19280168	2.0250087	1.5724534	0.19787514
Mx_All_224	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__ZC4RG36	s__	79.45078951395601	87.14	2.0	20.0	4823207	6631	1	0	0	0.023168854	0	0.02947567	0.040123142	0.07419559	0.045290615	0	0.034238424	0	0.14143479	0	0	0	0
Mx_All_225	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__	s__	92.1538138523837	90.24	0.0	0.0	884224	6724	1	0.11287202	0.041051812	0.035696216	0.22626019	0	0	0	0	0	0	0	0	0	0	0	0
Mx_All_226	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__DTU010	s__DTU010 sp002391385	65.40516614117857	76.59	2.72	20.0	1840195	5525	1	0.0119927535	0.17511627	0.08930656	0.043416794	0	0.035871882	0.008611883	0.02130593	0	0	0	0	0	0	0	0
Mx_All_227	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_D	s__Luteimonas_D wenzhouensis	64.23837756581328	93.31	6.42	13.89	3208248	18762	1	3.956793	5.6579885	1.3473794	6.982756	1.2477906	1.1909647	0.9005073	1.9727594	0.009137873	0.073198184	0	0.025787648	0	0	0	0
Mx_All_228	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__	76.59535591899083	88.39	3.39	100.0	1473262	3394	1	0	0	0.13413051	0.2514136	0.008959518	0.037447084	0	0.083866835	0	0.006062514	0	0	0	0	0	0
Mx_All_229	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__UBA5420	s__UBA5420 sp012837925	79.59280961632274	93.62	3.39	16.67	2387256	51927	1	0.112137206	0.01184867	0.3814405	0.095942646	0.22514834	0.14288753	0.08828738	0.22805627	0	0	0	0	0	0	0	0
Mx_All_23	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__	s__	58.144625920570114	63.68	1.71	50.0	841978	20857	1	0	0	0	0	0.12247923	0.062970765	0.024618266	0.2754987	0	0	0	0.026462065	0	0	0	0
Mx_All_230	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__DSTF01	f__WHTK01	g__WHTK01	s__	53.984188027006205	69.66	3.96	60.0	2326503	3136	1	0	0	0.006941261	0	0.032118578	0.118433915	0.1907862	0.011203841	0	0	0	0.038403712	0	0	0	0
Mx_All_231	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__	s__	93.4644737632514	98.73	1.58	0.0	4910522	185758	1	0	0.12131435	0.05002378	0	0	0.028384626	0.117011026	0.016162641	0	0.02923311	0.01240961	0.24643224	0	0.015327254	0.10730127	0.005328879
Mx_All_232	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UBA1400	f__PJMF01	g__UBA924	s__	63.88321566446447	66.34	0.99	0.0	1132809	96924	1	0	0	0	0	0	0.45039105	0.07521396	0.2316371	0	0	0	0	0	0	0	0
Mx_All_233	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	92.22762036970842	90.77	0.18	100.0	2060954	22659	1	0.58163536	0.11462439	0.3940841	0.41637936	0.12911183	0.046408378	0.07432864	0.06072862	0	0	0	0	0	0	0	0
Mx_All_234	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Bremerella	s__	56.04414840699143	54.33	0.0	0.0	2301067	2681	1	0	0.14659078	0.012266519	0.06005111	0	0.015891997	0.008777755	0.03019555	0	0.010749845	0	0.0087317405	0	0	0.01484757	0
Mx_All_235	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__JAGQZY01	g__	s__	89.04976468954659	95.54	1.84	33.33	2302757	15595	1	0.008001416	0.042973123	0.07063763	0	0.1590009	0.078065574	0.03079141	0.074085765	0	0	0	0	0	0	0	0
Mx_All_236	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Chelativorans_B	s__Chelativorans_B petroleitrophicus	89.8037719315262	97.88	2.09	0.0	3472682	55917	1	0.15239695	1.311304	0.19716042	0.11403696	0.18297493	0.10354725	0.10160551	0.101054534	0	0.007319351	0	0.026960805	0	0	0.018172752	0
Mx_All_237	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SLHW01	g__	s__	55.316877499061604	63.63	2.07	0.0	958628	11851	1	0	0	0.015992299	0	0	0.093584254	0.3933299	0.041367177	0	0	0	0	0	0	0	0
Mx_All_238	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__Levybacterales	f__	g__	s__	65.20475449954807	67.62	0.99	0.0	1101635	117357	1	0	0	0	0	0.10422632	0.37350407	0.110127695	0.3528636	0	0	0	0.05988814	0	0	0.020600522	0
Mx_All_239	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__CALAME01	g__CALAME01	s__CALAME01 sp937925675	95.64462563268988	93.44	0.06	100.0	2855902	77491	1	0.027991468	0	0	0.032061085	0	0	0.01108202	0.023340119	0	0.07141819	0	0.015940133	0.15490918	2.809817	0.11728833	0.009710951
Mx_All_24	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__SG8-38	g__JAAYBZ01	s__JAAYBZ01 sp012514415	47.806522014911735	60.39	2.85	0.0	2604756	2153	1	0	0.039028738	0	0.1892927	0	0.009932428	0	0.030340767	0	0.014418319	0	0	0	0	0	0
Mx_All_240	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E thermotolerans	73.26520211005945	89.58	3.94	38.24	3393307	5716	1	0.013977317	0.06064384	0.18783052	0	0.08697534	0.011407093	0.021266274	0	0.018874628	0.06212774	0	0.031080598	0	0	0	0.0058538043
Mx_All_241	d__Bacteria	p__Bacillota_G	c__UBA4882	o__UBA10575	f__UBA10575	g__Capillibacterium	s__	77.52242204221366	95.76	4.24	16.67	2248945	32451	1	0.30042067	0	0.04967833	0.025162486	0.021482287	0	0	0.06805785	0	0	0	0	0.050601963	0	0	0
Mx_All_242	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces thermoviolaceus	83.4686990495685	96.28	3.29	50.0	6362115	9714	1	0	0	0	0	0	0	0	0	0.37103587	0.0066089393	0	0.053240936	0	0	0	0
Mx_All_243	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavitalea	s__	92.81257550365595	97.91	1.59	18.18	2924867	133976	1	2.087822	0.14052927	2.324058	0.2652195	0.30402344	0.7385768	0.21990268	1.0959418	0	0	0	0	0	0	0	0
Mx_All_244	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__	100.27575232357503	97.96	0.0	0.0	4370922	42806	1	0	0	0	0	0.372884	0.11771006	0	0.1617393	0	0	0	0	0	0	0	0
Mx_All_245	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UBA1406	f__GWC2-37-13	g__MFZZ01	s__	82.6689052764089	80.88	0.16	0.0	1398832	150595	1	0	0	0.037225418	0	0.20469521	0.19384956	0.16712205	0.09761185	0	0	0	0	0	0	0	0
Mx_All_246	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__DUVY01	g__DUVY01	s__DUVY01 sp012840805	76.27928041499702	78.22	0.82	20.0	1492199	9785	1	0.009031799	0	0.23636404	0	0.15184878	0	0	0.018778156	0	0	0	0	0	0	0	0
Mx_All_247	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia_A	s__	62.81908017871636	78.23	3.91	58.33	3247751	5209	1	0	0.04369689	0.021650722	0	0.1255664	0.028473992	0.059355948	0.050279506	0	0.029715749	0	0.042650063	0	0	0.050845765	0
Mx_All_248	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__ZC4RG30	s__	73.48250766615091	84.46	2.81	30.0	3036959	28775	1	0	0.042619888	0.07285902	0.018669631	0.9678756	1.1581194	0.43918186	2.134764	0	0.006908884	0	0.016050836	0	0	0	0
Mx_All_249	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACPYF01	g__	s__	65.39441570183064	69.44	1.39	50.0	933860	26232	1	0.043129876	0.13770531	0.2794676	0.19012755	0.0354145	0.040073432	0.03890833	0.048162464	0	0	0	0.0087123215	0	0	0.010363097	0
Mx_All_25	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__GCA-2702065	s__	85.39147493478893	91.36	1.82	50.0	6605918	27730	1	0	0	0.026362054	0	0	0.33603454	0.4337798	0	0	0	0	0	0	0	0	0
Mx_All_250	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__	95.76070602018677	96.64	0.67	0.0	1723239	87380	1	0.7658863	0	0.049657047	0	0.0077700317	0	0	0	0	0	0	0	0.46505508	0	0	0
Mx_All_251	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__Peptococcales	f__BICA1-8	g__JAAXZE01	s__	70.5912054740051	72.58	0.78	20.0	1714662	3239	1	0.08283941	0	0.11735639	0	0	0	0	0	0	0	0	0	0.05774405	0	0	0
Mx_All_252	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU080	f__RSA5	g__	s__	88.28777591857616	95.59	1.96	0.0	3100519	98981	1	0.07523636	0.37141517	0.10252708	0.43124145	0.016970368	0.013189096	0.015485016	0.02932543	0	0	0	0.005311618	0	0	0.015844742	0
